Año;Mes;Producto;Datos;Total
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;11085
;;LUBRICANTE INDUSTRIAL, EXCLUIDO GRASAS;Suma de M3;7
;;;Suma de Toneladas;6
;;;Suma de ValorFOB;18931
;;NAFTA SUPER >93 RON;Suma de M3;279.2
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;83918.51
;;NAFTA ULTRA >97 RON;Suma de M3;34.6
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;10929.94
;;NAFTA VIRGEN;Suma de M3;65480
;;;Suma de Toneladas;22719
;;;Suma de ValorFOB;11774148
;;OTROS PRODUCTOS PETROQUIMICOS;Suma de M3;492
;;;Suma de Toneladas;1344.9
;;;Suma de ValorFOB;1000297
;9;ADITIVOS LUBRICANTES;Suma de M3;933
;;;Suma de Toneladas;772
;;;Suma de ValorFOB;1423550
;;BASES LUBRICANTES;Suma de M3;322
;;;Suma de Toneladas;244
;;;Suma de ValorFOB;310100
;;BENZENO;Suma de M3;3463
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1387005
;;CORTES DE GAS OIL;Suma de M3;13026
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;2405052
;;FUEL OIL, AZUFRE >1%;Suma de M3;0
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;0
;;GAS NATURAL;Suma de M3;6932770
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;153512
;;GAS OIL;Suma de M3;18338
;;;Suma de Toneladas;8366
;;;Suma de ValorFOB;21700735
;;GRASAS;Suma de M3;0.7
;;;Suma de Toneladas;0.6
;;;Suma de ValorFOB;7272
;;LUBRICANTE AUTO, EXCLUIDO GRASAS;Suma de M3;6.623
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;11250
;;NAFTA SUPER >93 RON;Suma de M3;322
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;95517
;;NAFTA ULTRA >97 RON;Suma de M3;39
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;12864
;;OTROS PRODUCTOS PETROQUIMICOS;Suma de M3;621
;;;Suma de Toneladas;1849
;;;Suma de ValorFOB;1448775
;;PETROLEO;Suma de M3;2244
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;348133
;10;ADITIVOS LUBRICANTES;Suma de M3;836
;;;Suma de Toneladas;512
;;;Suma de ValorFOB;1466065
;;BASES LUBRICANTES;Suma de M3;388
;;;Suma de Toneladas;324
;;;Suma de ValorFOB;370106
;;BENZENO;Suma de M3;3661
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1435635
;;CORTES DE GAS OIL;Suma de M3;5031.3
;;;Suma de Toneladas;4285.83
;;;Suma de ValorFOB;941135.76
;;GAS NATURAL;Suma de M3;5179710
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;114692
;;GAS OIL;Suma de M3;23524
;;;Suma de Toneladas;12605
;;;Suma de ValorFOB;36004535
;;LUBRICANTE INDUSTRIAL, EXCLUIDO GRASAS;Suma de M3;63
;;;Suma de Toneladas;58
;;;Suma de ValorFOB;66167
;;METIL TERBUTIL ETER (MTBE);Suma de M3;3849
;;;Suma de Toneladas;2886
;;;Suma de ValorFOB;1248427
;;NAFTA SUPER >93 RON;Suma de M3;309
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;84282.13
;;NAFTA ULTRA >97 RON;Suma de M3;42
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;12549
;;OTROS PRODUCTOS PETROQUIMICOS;Suma de M3;2079
;;;Suma de Toneladas;1875.8
;;;Suma de ValorFOB;1400467
;;PETROLEO;Suma de M3;786
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;115021
;11;ADITIVOS LUBRICANTES;Suma de M3;948
;;;Suma de Toneladas;406
;;;Suma de ValorFOB;1656316
;;ADITIVOS PARA COMBUSTIBLES;Suma de M3;23
;;;Suma de Toneladas;20
;;;Suma de ValorFOB;32901
;;BASES LUBRICANTES;Suma de M3;9967
;;;Suma de Toneladas;2548
;;;Suma de ValorFOB;3947910
;;CORTES DE GAS OIL;Suma de M3;5018.28
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;923563.53
;;GAS NATURAL;Suma de M3;3707
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;82082
;;GAS OIL;Suma de M3;36235
;;;Suma de Toneladas;10114
;;;Suma de ValorFOB;7653318
;;LUBRICANTE AUTO, EXCLUIDO GRASAS;Suma de M3;3.8
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;6239
;;LUBRICANTE INDUSTRIAL, EXCLUIDO GRASAS;Suma de M3;1
;;;Suma de Toneladas;1
;;;Suma de ValorFOB;2212
;;METIL TERBUTIL ETER (MTBE);Suma de M3;0
;;;Suma de Toneladas;7491
;;;Suma de ValorFOB;2671323
;;NAFTA COMUN >83 RON;Suma de M3;5
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1391
;;NAFTA SUPER >93 RON;Suma de M3;377
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;104360
;;OTROS PRODUCTOS PETROQUIMICOS;Suma de M3;0
;;;Suma de Toneladas;197
;;;Suma de ValorFOB;155117
;;PETROLEO;Suma de M3;74964
;;;Suma de Toneladas;63826
;;;Suma de ValorFOB;14831334.2
;12;ADITIVOS LUBRICANTES;Suma de M3;1042.6
;;;Suma de Toneladas;658
;;;Suma de ValorFOB;1466891
;;ADITIVOS PARA COMBUSTIBLES;Suma de M3;48
;;;Suma de Toneladas;42
;;;Suma de ValorFOB;69261
;;AERONAFTAS;Suma de M3;2522
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;824974
;;BASES LUBRICANTES;Suma de M3;334
;;;Suma de Toneladas;220
;;;Suma de ValorFOB;328708
;;BENZENO;Suma de M3;3432
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1371854
;;CORTES DE GAS OIL;Suma de M3;5980.85
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1194438.36
;;GAS NATURAL;Suma de M3;4293
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;98606
;;GAS OIL;Suma de M3;16482
;;;Suma de Toneladas;11138
;;;Suma de ValorFOB;3793589
;;GRASAS;Suma de M3;2
;;;Suma de Toneladas;2
;;;Suma de ValorFOB;12337
;;LUBRICANTE INDUSTRIAL, EXCLUIDO GRASAS;Suma de M3;26
;;;Suma de Toneladas;22
;;;Suma de ValorFOB;42610
;;NAFTA SUPER >93 RON;Suma de M3;280
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;75502
;;NAFTA ULTRA >97 RON;Suma de M3;41
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;11989
;;OTROS PRODUCTOS PETROQUIMICOS;Suma de M3;2865
;;;Suma de Toneladas;2420
;;;Suma de ValorFOB;1885489
;;PETROLEO;Suma de M3;821
;;;Suma de Toneladas;
;;;Suma de ValorFOB;133018
2004;1;ADITIVOS LUBRICANTES;Suma de M3;546
;;;Suma de Toneladas;96
;;;Suma de ValorFOB;397381
;;ADITIVOS PARA COMBUSTIBLES;Suma de M3;25
;;;Suma de Toneladas;22
;;;Suma de ValorFOB;36001
;;AERONAFTAS;Suma de M3;2659
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;715023
;;BASES LUBRICANTES;Suma de M3;1456
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;591000
;;BENZENO;Suma de M3;3455
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1456569.3
;;CARBON MINERAL;Suma de M3;0
;;;Suma de Toneladas;117100
;;;Suma de ValorFOB;7787433
;;COQUE;Suma de M3;0
;;;Suma de Toneladas;21596
;;;Suma de ValorFOB;3290147
;;CORTES DE GAS OIL;Suma de M3;12589.64
;;;Suma de Toneladas;6905.04
;;;Suma de ValorFOB;1801015.46
;;FUEL OIL, AZUFRE >1%;Suma de M3;578
;;;Suma de Toneladas;560
;;;Suma de ValorFOB;101234
;;GAS OIL;Suma de M3;35100
;;;Suma de Toneladas;131
;;;Suma de ValorFOB;8349661
;;GRASAS;Suma de M3;2
;;;Suma de Toneladas;2
;;;Suma de ValorFOB;16389
;;LUBRICANTE AUTO, EXCLUIDO GRASAS;Suma de M3;0.36
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;457
;;METIL TERBUTIL ETER (MTBE);Suma de M3;0
;;;Suma de Toneladas;461
;;;Suma de ValorFOB;196043
;;NAFTA SUPER >93 RON;Suma de M3;252
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;73166.5
;;NAFTA ULTRA >97 RON;Suma de M3;32
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;10287
;;OTROS PRODUCTOS PETROQUIMICOS;Suma de M3;1719
;;;Suma de Toneladas;1467
;;;Suma de ValorFOB;1158483
;;PARAFINAS;Suma de M3;0
;;;Suma de Toneladas;13
;;;Suma de ValorFOB;15354
;;PETROLEO;Suma de M3;63239.8
;;;Suma de Toneladas;44886.1
;;;Suma de ValorFOB;12195426.98
;2;ADITIVOS LUBRICANTES;Suma de M3;1241
;;;Suma de Toneladas;639
;;;Suma de ValorFOB;1426554
;;ADITIVOS PARA COMBUSTIBLES;Suma de M3;92
;;;Suma de Toneladas;81
;;;Suma de ValorFOB;132695
;;AERONAFTAS;Suma de M3;485
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;264963
;;BASES LUBRICANTES;Suma de M3;5645
;;;Suma de Toneladas;95
;;;Suma de ValorFOB;2223975
;;BENZENO;Suma de M3;3557
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1793577.2
;;CARBON MINERAL;Suma de M3;0
;;;Suma de Toneladas;123287
;;;Suma de ValorFOB;7168423
;;CORTES DE GAS OIL;Suma de M3;5618.03
;;;Suma de Toneladas;4712.5
;;;Suma de ValorFOB;1210554.6
;;GAS OIL;Suma de M3;9262
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;2435193
;;GRASAS;Suma de M3;2
;;;Suma de Toneladas;2
;;;Suma de ValorFOB;16770
;;LUBRICANTE AUTO, EXCLUIDO GRASAS;Suma de M3;16
;;;Suma de Toneladas;14
;;;Suma de ValorFOB;27447
;;LUBRICANTE INDUSTRIAL, EXCLUIDO GRASAS;Suma de M3;8
;;;Suma de Toneladas;7
;;;Suma de ValorFOB;15034
;;METIL TERBUTIL ETER (MTBE);Suma de M3;0
;;;Suma de Toneladas;460.2
;;;Suma de ValorFOB;200544
;;NAFTA COMUN >83 RON;Suma de M3;3649
;;;Suma de Toneladas;2640
;;;Suma de ValorFOB;998467
;;NAFTA SUPER >93 RON;Suma de M3;796
;;;Suma de Toneladas;13.53
;;;Suma de ValorFOB;240533.04
;;NAFTA ULTRA >97 RON;Suma de M3;34
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;11661
;;OTROS PRODUCTOS PETROQUIMICOS;Suma de M3;33
;;;Suma de Toneladas;60
;;;Suma de ValorFOB;69766
;;PARAFINAS;Suma de M3;0
;;;Suma de Toneladas;18.4
;;;Suma de ValorFOB;35414
;;PETROLEO;Suma de M3;17161
;;;Suma de Toneladas;14286.2
;;;Suma de ValorFOB;2553823.54
;3;ADITIVOS LUBRICANTES;Suma de M3;636
;;;Suma de Toneladas;572
;;;Suma de ValorFOB;1187152
;;AERONAFTAS;Suma de M3;165
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;102150
;;BASES LUBRICANTES;Suma de M3;308
;;;Suma de Toneladas;271
;;;Suma de ValorFOB;325350
;;BENZENO;Suma de M3;6821
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;3846007
;;CARBON MINERAL;Suma de M3;0
;;;Suma de Toneladas;46297
;;;Suma de ValorFOB;2816693
;;FUEL OIL, AZUFRE >1%;Suma de M3;412
;;;Suma de Toneladas;400
;;;Suma de ValorFOB;65767
;;GAS NATURAL;Suma de M3;5200
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;117448
;;GAS OIL;Suma de M3;13122
;;;Suma de Toneladas;100
;;;Suma de ValorFOB;3694862.51
;;GRASAS;Suma de M3;14
;;;Suma de Toneladas;13
;;;Suma de ValorFOB;38640
;;LUBRICANTE AUTO, EXCLUIDO GRASAS;Suma de M3;74
;;;Suma de Toneladas;62
;;;Suma de ValorFOB;104336
;;LUBRICANTE INDUSTRIAL, EXCLUIDO GRASAS;Suma de M3;109
;;;Suma de Toneladas;96
;;;Suma de ValorFOB;126546
;;METIL TERBUTIL ETER (MTBE);Suma de M3;0
;;;Suma de Toneladas;2641
;;;Suma de ValorFOB;1123767
;;NAFTA SUPER >93 RON;Suma de M3;340
;;;Suma de Toneladas;13.58
;;;Suma de ValorFOB;111177.56
;;NAFTA ULTRA >97 RON;Suma de M3;50
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;17297
;;OTRAS NAFTAS O CORTES DE ELLAS;Suma de M3;6986
;;;Suma de Toneladas;5671
;;;Suma de ValorFOB;2048264
;;OTROS PRODUCTOS PETROQUIMICOS;Suma de M3;337.4
;;;Suma de Toneladas;313.9
;;;Suma de ValorFOB;283298
;;PETROLEO;Suma de M3;742
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;136077
;4;ADITIVOS LUBRICANTES;Suma de M3;1180
;;;Suma de Toneladas;778
;;;Suma de ValorFOB;1881094
;;ADITIVOS PARA COMBUSTIBLES;Suma de M3;22
;;;Suma de Toneladas;19
;;;Suma de ValorFOB;31160
;;AERONAFTAS;Suma de M3;2468
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1104462
;;BASES LUBRICANTES;Suma de M3;317
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;246402
;;CARBON MINERAL;Suma de M3;0
;;;Suma de Toneladas;70685
;;;Suma de ValorFOB;4087682
;;CORTES DE GAS OIL;Suma de M3;2135
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;448276.56
;;GAS OIL;Suma de M3;57469.8
;;;Suma de Toneladas;7613
;;;Suma de ValorFOB;21040890
;;LUBRICANTE AUTO, EXCLUIDO GRASAS;Suma de M3;2.93
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;4673
;;METIL TERBUTIL ETER (MTBE);Suma de M3;2291
;;;Suma de Toneladas;1718
;;;Suma de ValorFOB;694787
;;NAFTA SUPER >93 RON;Suma de M3;298
;;;Suma de Toneladas;6.71
;;;Suma de ValorFOB;103180.37
;;NAFTA ULTRA >97 RON;Suma de M3;50
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;18311
;;OTROS PRODUCTOS PETROQUIMICOS;Suma de M3;1285
;;;Suma de Toneladas;1023
;;;Suma de ValorFOB;736630
;;PETROLEO;Suma de M3;14392.56
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;2012295.51
;5;ADITIVOS LUBRICANTES;Suma de M3;531
;;;Suma de Toneladas;478
;;;Suma de ValorFOB;744995
;;ADITIVOS PARA COMBUSTIBLES;Suma de M3;45
;;;Suma de Toneladas;40
;;;Suma de ValorFOB;64944
;;AERONAFTAS;Suma de M3;5790
;;;Suma de Toneladas;4706
;;;Suma de ValorFOB;1860440
;;BASES LUBRICANTES;Suma de M3;312
;;;Suma de Toneladas;279
;;;Suma de ValorFOB;220620
;;BENZENO;Suma de M3;3428
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;2050667
;;CARBON MINERAL;Suma de M3;0
;;;Suma de Toneladas;53756
;;;Suma de ValorFOB;3583153
;;COQUE;Suma de M3;0
;;;Suma de Toneladas;4748
;;;Suma de ValorFOB;931901
;;CORTES DE GAS OIL;Suma de M3;7201.575
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1462719.41
;;GAS OIL;Suma de M3;180082
;;;Suma de Toneladas;29064
;;;Suma de ValorFOB;50322437
;;GRASAS;Suma de M3;2
;;;Suma de Toneladas;1
;;;Suma de ValorFOB;5764
;;LUBRICANTE AUTO, EXCLUIDO GRASAS;Suma de M3;5.25
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;9250
;;LUBRICANTE INDUSTRIAL, EXCLUIDO GRASAS;Suma de M3;50
;;;Suma de Toneladas;47
;;;Suma de ValorFOB;52280
;;METIL TERBUTIL ETER (MTBE);Suma de M3;3973
;;;Suma de Toneladas;4952
;;;Suma de ValorFOB;1818758
;;NAFTA COMUN >83 RON;Suma de M3;214
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;82925
;;NAFTA SUPER >93 RON;Suma de M3;763
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;278162
;;NAFTA ULTRA >97 RON;Suma de M3;47
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;19368
;;OTRAS NAFTAS O CORTES DE ELLAS;Suma de M3;567
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;215419
;;OTROS PRODUCTOS PETROQUIMICOS;Suma de M3;287
;;;Suma de Toneladas;291
;;;Suma de ValorFOB;295629
;;PETROLEO;Suma de M3;17752
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;2826170.87
;;PROPANO NO PETROQUIMICO;Suma de M3;0
;;;Suma de Toneladas;12534
;;;Suma de ValorFOB;5266299
;6;ADITIVOS LUBRICANTES;Suma de M3;665
;;;Suma de Toneladas;601
;;;Suma de ValorFOB;1081671
;;ADITIVOS PARA COMBUSTIBLES;Suma de M3;46
;;;Suma de Toneladas;41
;;;Suma de ValorFOB;63137
;;AERONAFTAS;Suma de M3;2481
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1134165
;;BASES LUBRICANTES;Suma de M3;1968
;;;Suma de Toneladas;1732
;;;Suma de ValorFOB;1037704
;;BENZENO;Suma de M3;4164
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;2843402
;;CARBON MINERAL;Suma de M3;0
;;;Suma de Toneladas;85270
;;;Suma de ValorFOB;5420196
;;CORTES DE GAS OIL;Suma de M3;5979.14
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1252056.13
;;GAS NATURAL;Suma de M3;87643238
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;5150043
;;GAS OIL;Suma de M3;32026
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;8947137.64
;;GRASAS;Suma de M3;12
;;;Suma de Toneladas;11
;;;Suma de ValorFOB;213780
;;LUBRICANTE AUTO, EXCLUIDO GRASAS;Suma de M3;373
;;;Suma de Toneladas;37
;;;Suma de ValorFOB;814427
;;LUBRICANTE INDUSTRIAL, EXCLUIDO GRASAS;Suma de M3;50
;;;Suma de Toneladas;44
;;;Suma de ValorFOB;57853
;;METIL TERBUTIL ETER (MTBE);Suma de M3;4667
;;;Suma de Toneladas;5795
;;;Suma de ValorFOB;2446855
;;NAFTA COMUN >83 RON;Suma de M3;240
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;78778
;;NAFTA SUPER >93 RON;Suma de M3;773
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;273569
;;NAFTA ULTRA >97 RON;Suma de M3;56
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;22565
;;OTROS PRODUCTOS PETROQUIMICOS;Suma de M3;933
;;;Suma de Toneladas;885.4
;;;Suma de ValorFOB;933962
;;PETROLEO;Suma de M3;136532.94
;;;Suma de Toneladas;93324
;;;Suma de ValorFOB;30522562.67
;7;ADITIVOS LUBRICANTES;Suma de M3;770
;;;Suma de Toneladas;694
;;;Suma de ValorFOB;1524046
;;BASES LUBRICANTES;Suma de M3;375
;;;Suma de Toneladas;331
;;;Suma de ValorFOB;275742
;;CARBON MINERAL;Suma de M3;0
;;;Suma de Toneladas;59535
;;;Suma de ValorFOB;5264342
;;COQUE;Suma de M3;0
;;;Suma de Toneladas;15988
;;;Suma de ValorFOB;2664281
;;CORTES DE GAS OIL;Suma de M3;2336.46
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;576078.58
;;FUEL OIL, AZUFRE >1%;Suma de M3;155
;;;Suma de Toneladas;150
;;;Suma de ValorFOB;39290
;;GAS NATURAL;Suma de M3;128354677
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;7542305
;;GAS OIL;Suma de M3;44379
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;13178899
;;LUBRICANTE AUTO, EXCLUIDO GRASAS;Suma de M3;5.01
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;11974
;;NAFTA COMUN >83 RON;Suma de M3;245
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;79675
;;NAFTA SUPER >93 RON;Suma de M3;900
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;317298
;;NAFTA ULTRA >97 RON;Suma de M3;56
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;21775
;;OTROS PRODUCTOS PETROQUIMICOS;Suma de M3;791
;;;Suma de Toneladas;945
;;;Suma de ValorFOB;911733
;;PETROLEO;Suma de M3;39856.73
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;8414002.26
;;SOLVENTES ALIFATICOS;Suma de M3;107
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;26215
;8;ADITIVOS LUBRICANTES;Suma de M3;961
;;;Suma de Toneladas;423
;;;Suma de ValorFOB;1480712
;;ADITIVOS PARA COMBUSTIBLES;Suma de M3;22
;;;Suma de Toneladas;20
;;;Suma de ValorFOB;42172
;;AERONAFTAS;Suma de M3;154
;;;Suma de Toneladas;123
;;;Suma de ValorFOB;72763
;;BASES LUBRICANTES;Suma de M3;407
;;;Suma de Toneladas;339
;;;Suma de ValorFOB;365025
;;CARBON MINERAL;Suma de M3;0
;;;Suma de Toneladas;114947
;;;Suma de ValorFOB;8373607
;;GAS NATURAL;Suma de M3;123236491
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;7241554
;;GAS OIL;Suma de M3;16360
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;2665575
;;GRASAS;Suma de M3;17
;;;Suma de Toneladas;16
;;;Suma de ValorFOB;31760
;;LUBRICANTE AUTO, EXCLUIDO GRASAS;Suma de M3;15.3
;;;Suma de Toneladas;7
;;;Suma de ValorFOB;47002
;;LUBRICANTE INDUSTRIAL, EXCLUIDO GRASAS;Suma de M3;29
;;;Suma de Toneladas;26
;;;Suma de ValorFOB;50943
;;METIL TERBUTIL ETER (MTBE);Suma de M3;2951
;;;Suma de Toneladas;4214
;;;Suma de ValorFOB;2112160
;;NAFTA COMUN >83 RON;Suma de M3;11747
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;79191
;;NAFTA SUPER >93 RON;Suma de M3;15213
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;736797
;;NAFTA ULTRA >97 RON;Suma de M3;66
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;458653
;;OTROS PRODUCTOS PETROQUIMICOS;Suma de M3;2963
;;;Suma de Toneladas;2615
;;;Suma de ValorFOB;1845536
;;PETROLEO;Suma de M3;171515
;;;Suma de Toneladas;1166
;;;Suma de ValorFOB;42330294
;9;ADITIVOS LUBRICANTES;Suma de M3;1065
;;;Suma de Toneladas;769
;;;Suma de ValorFOB;1836056
;;ADITIVOS PARA COMBUSTIBLES;Suma de M3;48
;;;Suma de Toneladas;43
;;;Suma de ValorFOB;65537
;;AERONAFTAS;Suma de M3;2485
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1222033
;;BASES LUBRICANTES;Suma de M3;1903
;;;Suma de Toneladas;1674
;;;Suma de ValorFOB;1410520
;;GAS NATURAL;Suma de M3;122761945
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;7213669
;;GAS OIL;Suma de M3;3459
;;;Suma de Toneladas;9
;;;Suma de ValorFOB;1182172
;;GRASAS;Suma de M3;3
;;;Suma de Toneladas;2
;;;Suma de ValorFOB;8023
;;LUBRICANTE AUTO, EXCLUIDO GRASAS;Suma de M3;2.66
;;;Suma de Toneladas;1
;;;Suma de ValorFOB;10971
;;METIL TERBUTIL ETER (MTBE);Suma de M3;0
;;;Suma de Toneladas;1444
;;;Suma de ValorFOB;755595
;;NAFTA COMUN >83 RON;Suma de M3;254
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;83647
;;NAFTA SUPER >93 RON;Suma de M3;942
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;331410
;;NAFTA ULTRA >97 RON;Suma de M3;28
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;10891
;;OTROS PRODUCTOS PETROQUIMICOS;Suma de M3;1314.8
;;;Suma de Toneladas;1295.3
;;;Suma de ValorFOB;1739880
;10;ADITIVOS LUBRICANTES;Suma de M3;684721
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1574196
;;AERONAFTAS;Suma de M3;73
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;44350
;;BASES LUBRICANTES;Suma de M3;4238
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;2178155
;;CARBON MINERAL;Suma de M3;0
;;;Suma de Toneladas;132812
;;;Suma de ValorFOB;12893028
;;COQUE;Suma de M3;0
;;;Suma de Toneladas;45410
;;;Suma de ValorFOB;14238295
;;GAS NATURAL;Suma de M3;113056406
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;6643357
;;GAS OIL;Suma de M3;2274
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;965868
;;GRASAS;Suma de M3;0
;;;Suma de Toneladas;1.2
;;;Suma de ValorFOB;5278
;;LUBRICANTE AUTO, EXCLUIDO GRASAS;Suma de M3;196.29
;;;Suma de Toneladas;4
;;;Suma de ValorFOB;350779
;;LUBRICANTE INDUSTRIAL, EXCLUIDO GRASAS;Suma de M3;36
;;;Suma de Toneladas;38
;;;Suma de ValorFOB;54956
;;NAFTA COMUN >83 RON;Suma de M3;204
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;73012
;;NAFTA SUPER >93 RON;Suma de M3;811
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;312578
;;NAFTA ULTRA >97 RON;Suma de M3;54
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;22566
;;OTROS PRODUCTOS PETROQUIMICOS;Suma de M3;957
;;;Suma de Toneladas;2306
;;;Suma de ValorFOB;1903934
;;PETROLEO;Suma de M3;72095.55
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;16644543.4
;11;ADITIVOS LUBRICANTES;Suma de M3;748
;;;Suma de Toneladas;1109
;;;Suma de ValorFOB;2088298.98
;;ADITIVOS PARA COMBUSTIBLES;Suma de M3;160
;;;Suma de Toneladas;141
;;;Suma de ValorFOB;222507
;;AGUARRAS;Suma de M3;36.1
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;10587
;;BASES LUBRICANTES;Suma de M3;2811
;;;Suma de Toneladas;9724
;;;Suma de ValorFOB;5300171.8
;;CARBON MINERAL;Suma de M3;0
;;;Suma de Toneladas;82409
;;;Suma de ValorFOB;6796382
;;COQUE;Suma de M3;0
;;;Suma de Toneladas;43426
;;;Suma de ValorFOB;12464488
;;CORTES DE GAS OIL;Suma de M3;294.39
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;86832.1
;;GAS NATURAL;Suma de M3;99748072
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;5861341
;;GAS OIL;Suma de M3;3667
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1532026
;;LUBRICANTE AUTO, EXCLUIDO GRASAS;Suma de M3;1060
;;;Suma de Toneladas;40
;;;Suma de ValorFOB;927382
;;LUBRICANTE INDUSTRIAL, EXCLUIDO GRASAS;Suma de M3;5
;;;Suma de Toneladas;4
;;;Suma de ValorFOB;34392
;;NAFTA COMUN >83 RON;Suma de M3;260
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;87558
;;NAFTA SUPER >93 RON;Suma de M3;881
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;319295
;;NAFTA ULTRA >97 RON;Suma de M3;104
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;42907
