"anio","variable","unidad","codigo_variable","valor","fuente"
1924,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1925,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1926,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1927,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1928,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1929,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1930,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1931,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1932,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1933,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1934,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1935,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1936,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1937,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1938,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1939,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1940,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1941,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1942,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1943,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1944,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1945,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1946,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1947,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1948,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1949,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1950,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1951,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1952,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1953,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1954,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1955,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1956,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1957,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1958,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1959,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1960,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1961,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1962,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1963,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1964,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1965,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1966,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1967,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1968,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1969,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1970,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1971,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1972,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1973,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1974,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1975,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1976,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1977,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1978,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1979,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1980,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1981,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1982,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1983,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1984,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1985,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1986,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1987,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1988,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1989,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1990,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1991,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1992,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1993,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1994,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1995,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1996,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1997,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1998,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1999,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
2000,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
2001,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
2002,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
2003,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
2004,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
2005,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
2006,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
2007,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
2008,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
2009,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
2010,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
2011,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
2012,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
2013,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
2014,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
2015,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
2016,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
2017,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
2018,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
2019,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1922,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1923,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1924,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1925,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1926,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1927,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1928,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1929,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1930,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1931,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1932,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1933,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1934,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1935,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1936,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1937,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1938,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1939,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1940,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1941,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1942,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1943,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1944,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1945,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1946,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1947,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1948,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1949,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1950,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1951,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1952,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1953,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1954,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1955,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1956,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1957,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1958,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1959,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1960,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1961,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1962,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1963,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1964,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1965,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1966,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1967,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1968,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1969,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1970,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1971,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1972,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1973,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1974,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1975,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1976,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1977,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1978,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1979,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1980,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1981,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1982,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1983,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1984,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1985,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1986,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1987,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1988,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1989,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1990,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1991,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1992,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1993,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1994,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1995,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1996,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1997,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1998,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
1999,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
2000,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
2001,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",1.4807778210985,"MECON"
2002,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
2003,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",NA,"MECON"
2004,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",1.55211711736505,"MECON"
2005,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",1.79917408544267,"MECON"
2006,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",2.38811140598672,"MECON"
2007,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",4.49706154200223,"MECON"
2008,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",12.9414693875746,"MECON"
2009,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",11.3232544010564,"MECON"
2010,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",15.0593343508669,"MECON"
2011,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_mecon",17.385135486947,"MECON"
