"anio","variable","unidad","codigo_variable","valor","fuente"
1991,"Precios de referencia mundial de crudo","USD/barriles","Pext_brent",20.0411284046693,"Brent (EIA)"
1992,"Precios de referencia mundial de crudo","USD/barriles","Pext_brent",19.3197276264591,"Brent (EIA)"
1993,"Precios de referencia mundial de crudo","USD/barriles","Pext_brent",17.0134126984127,"Brent (EIA)"
1994,"Precios de referencia mundial de crudo","USD/barriles","Pext_brent",15.8563888888889,"Brent (EIA)"
1995,"Precios de referencia mundial de crudo","USD/barriles","Pext_brent",17.0158498023715,"Brent (EIA)"
1996,"Precios de referencia mundial de crudo","USD/barriles","Pext_brent",20.6398031496063,"Brent (EIA)"
1997,"Precios de referencia mundial de crudo","USD/barriles","Pext_brent",19.1085080645161,"Brent (EIA)"
1998,"Precios de referencia mundial de crudo","USD/barriles","Pext_brent",12.7581027667984,"Brent (EIA)"
1999,"Precios de referencia mundial de crudo","USD/barriles","Pext_brent",17.9015662650602,"Brent (EIA)"
2000,"Precios de referencia mundial de crudo","USD/barriles","Pext_brent",28.6606719367589,"Brent (EIA)"
2001,"Precios de referencia mundial de crudo","USD/barriles","Pext_brent",24.455719844358,"Brent (EIA)"
2002,"Precios de referencia mundial de crudo","USD/barriles","Pext_brent",24.9932549019608,"Brent (EIA)"
2003,"Precios de referencia mundial de crudo","USD/barriles","Pext_brent",28.8508139534884,"Brent (EIA)"
2004,"Precios de referencia mundial de crudo","USD/barriles","Pext_brent",38.25969348659,"Brent (EIA)"
2005,"Precios de referencia mundial de crudo","USD/barriles","Pext_brent",54.5745525291829,"Brent (EIA)"
2006,"Precios de referencia mundial de crudo","USD/barriles","Pext_brent",65.1617647058823,"Brent (EIA)"
2007,"Precios de referencia mundial de crudo","USD/barriles","Pext_brent",72.44116,"Brent (EIA)"
2008,"Precios de referencia mundial de crudo","USD/barriles","Pext_brent",96.944347826087,"Brent (EIA)"
2009,"Precios de referencia mundial de crudo","USD/barriles","Pext_brent",61.7387698412698,"Brent (EIA)"
2010,"Precios de referencia mundial de crudo","USD/barriles","Pext_brent",79.6094444444444,"Brent (EIA)"
2011,"Precios de referencia mundial de crudo","USD/barriles","Pext_brent",111.264274193548,"Brent (EIA)"
2012,"Precios de referencia mundial de crudo","USD/barriles","Pext_brent",111.570682730924,"Brent (EIA)"
2013,"Precios de referencia mundial de crudo","USD/barriles","Pext_brent",108.555,"Brent (EIA)"
2014,"Precios de referencia mundial de crudo","USD/barriles","Pext_brent",98.9696062992126,"Brent (EIA)"
2015,"Precios de referencia mundial de crudo","USD/barriles","Pext_brent",52.3165490196078,"Brent (EIA)"
2016,"Precios de referencia mundial de crudo","USD/barriles","Pext_brent",43.638,"Brent (EIA)"
2017,"Precios de referencia mundial de crudo","USD/barriles","Pext_brent",54.1248046875,"Brent (EIA)"
2018,"Precios de referencia mundial de crudo","USD/barriles","Pext_brent",71.335,"Brent (EIA)"
2019,"Precios de referencia mundial de crudo","USD/barriles","Pext_brent",64.3006225680934,"Brent (EIA)"
2020,"Precios de referencia mundial de crudo","USD/barriles","Pext_brent",NA,"Brent (EIA)"
1946,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",NA,"WTI (EIA)"
1947,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",NA,"WTI (EIA)"
1948,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",NA,"WTI (EIA)"
1949,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",NA,"WTI (EIA)"
1950,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",NA,"WTI (EIA)"
1951,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",NA,"WTI (EIA)"
1952,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",NA,"WTI (EIA)"
1953,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",NA,"WTI (EIA)"
1954,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",NA,"WTI (EIA)"
1955,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",NA,"WTI (EIA)"
1956,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",NA,"WTI (EIA)"
1957,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",NA,"WTI (EIA)"
1958,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",NA,"WTI (EIA)"
1959,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",NA,"WTI (EIA)"
1960,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",NA,"WTI (EIA)"
1961,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",NA,"WTI (EIA)"
1962,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",NA,"WTI (EIA)"
1963,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",NA,"WTI (EIA)"
1964,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",NA,"WTI (EIA)"
1965,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",NA,"WTI (EIA)"
1966,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",NA,"WTI (EIA)"
1967,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",NA,"WTI (EIA)"
1968,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",NA,"WTI (EIA)"
1969,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",NA,"WTI (EIA)"
1970,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",NA,"WTI (EIA)"
1971,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",NA,"WTI (EIA)"
1972,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",NA,"WTI (EIA)"
1973,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",NA,"WTI (EIA)"
1974,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",NA,"WTI (EIA)"
1975,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",NA,"WTI (EIA)"
1976,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",NA,"WTI (EIA)"
1977,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",NA,"WTI (EIA)"
1978,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",NA,"WTI (EIA)"
1979,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",NA,"WTI (EIA)"
1980,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",NA,"WTI (EIA)"
1981,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",NA,"WTI (EIA)"
1982,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",NA,"WTI (EIA)"
1983,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",NA,"WTI (EIA)"
1984,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",NA,"WTI (EIA)"
1985,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",NA,"WTI (EIA)"
1986,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",15.0476892430279,"WTI (EIA)"
1987,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",19.2005118110236,"WTI (EIA)"
1988,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",15.9654085603113,"WTI (EIA)"
1989,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",19.635486381323,"WTI (EIA)"
1990,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",24.5265758754864,"WTI (EIA)"
1991,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",21.5413671875,"WTI (EIA)"
1992,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",20.5755642023346,"WTI (EIA)"
1993,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",18.4322,"WTI (EIA)"
1994,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",17.1964285714286,"WTI (EIA)"
1995,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",18.4288047808765,"WTI (EIA)"
1996,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",22.1191732283465,"WTI (EIA)"
1997,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",20.608253968254,"WTI (EIA)"
1998,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",14.4220717131474,"WTI (EIA)"
1999,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",19.3449800796813,"WTI (EIA)"
2000,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",30.37852,"WTI (EIA)"
2001,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",25.98312,"WTI (EIA)"
2002,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",26.18496,"WTI (EIA)"
2003,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",31.07524,"WTI (EIA)"
2004,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",41.5060240963855,"WTI (EIA)"
2005,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",56.6372509960159,"WTI (EIA)"
2006,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",66.0546586345382,"WTI (EIA)"
2007,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",72.3405952380952,"WTI (EIA)"
2008,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",99.6715019762846,"WTI (EIA)"
2009,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",61.9504365079365,"WTI (EIA)"
2010,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",79.4757142857143,"WTI (EIA)"
2011,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",94.880873015873,"WTI (EIA)"
2012,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",94.0533333333333,"WTI (EIA)"
2013,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",97.9825396825397,"WTI (EIA)"
2014,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",93.1722222222222,"WTI (EIA)"
2015,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",48.6567063492064,"WTI (EIA)"
2016,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",43.2936507936508,"WTI (EIA)"
2017,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",50.80032,"WTI (EIA)"
2018,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",65.2274698795181,"WTI (EIA)"
2019,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",56.98832,"WTI (EIA)"
2020,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",37.9220231213873,"WTI (EIA)"
1946,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",1.3575,"WIT (FRED)"
1947,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",1.84083333333333,"WIT (FRED)"
1948,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",2.57,"WIT (FRED)"
1949,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",2.57,"WIT (FRED)"
1950,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",2.57,"WIT (FRED)"
1951,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",2.57,"WIT (FRED)"
1952,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",2.57,"WIT (FRED)"
1953,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",2.71583333333333,"WIT (FRED)"
1954,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",2.82,"WIT (FRED)"
1955,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",2.82,"WIT (FRED)"
1956,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",2.82,"WIT (FRED)"
1957,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",3.04333333333333,"WIT (FRED)"
1958,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",3.05833333333333,"WIT (FRED)"
1959,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",2.975,"WIT (FRED)"
1960,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",2.97,"WIT (FRED)"
1961,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",2.97,"WIT (FRED)"
1962,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",2.97,"WIT (FRED)"
1963,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",2.97,"WIT (FRED)"
1964,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",2.945,"WIT (FRED)"
1965,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",2.92,"WIT (FRED)"
1966,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",2.93666666666667,"WIT (FRED)"
1967,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",3.02666666666667,"WIT (FRED)"
1968,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",3.07,"WIT (FRED)"
1969,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",3.295,"WIT (FRED)"
1970,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",3.35083333333333,"WIT (FRED)"
1971,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",3.56,"WIT (FRED)"
1972,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",3.56,"WIT (FRED)"
1973,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",3.8725,"WIT (FRED)"
1974,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",10.3725,"WIT (FRED)"
1975,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",11.16,"WIT (FRED)"
1976,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",12.645,"WIT (FRED)"
1977,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",14.2958333333333,"WIT (FRED)"
1978,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",14.85,"WIT (FRED)"
1979,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",22.4041666666667,"WIT (FRED)"
1980,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",37.375,"WIT (FRED)"
1981,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",36.6666666666667,"WIT (FRED)"
1982,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",33.6358333333333,"WIT (FRED)"
1983,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",30.395,"WIT (FRED)"
1984,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",29.2755,"WIT (FRED)"
1985,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",27.97275,"WIT (FRED)"
1986,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",15.04,"WIT (FRED)"
1987,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",19.1619166666667,"WIT (FRED)"
1988,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",15.9595833333333,"WIT (FRED)"
1989,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",19.5908333333333,"WIT (FRED)"
1990,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",24.4929166666667,"WIT (FRED)"
1991,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",21.48125,"WIT (FRED)"
1992,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",20.5614166666667,"WIT (FRED)"
1993,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",18.4581666666667,"WIT (FRED)"
1994,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",17.1858333333333,"WIT (FRED)"
1995,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",18.4275,"WIT (FRED)"
1996,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",22.1541666666667,"WIT (FRED)"
1997,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",20.5991666666667,"WIT (FRED)"
1998,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",14.3883333333333,"WIT (FRED)"
1999,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",19.2516666666667,"WIT (FRED)"
2000,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",30.2983333333333,"WIT (FRED)"
2001,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",25.9241666666667,"WIT (FRED)"
2002,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",26.0975,"WIT (FRED)"
2003,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",31.14,"WIT (FRED)"
2004,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",41.4383333333333,"WIT (FRED)"
2005,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",56.4658333333333,"WIT (FRED)"
2006,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",66.1033333333333,"WIT (FRED)"
2007,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",72.3625,"WIT (FRED)"
2008,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",99.5675,"WIT (FRED)"
2009,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",61.6933333333333,"WIT (FRED)"
2010,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",79.4275,"WIT (FRED)"
2011,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",95.0766666666667,"WIT (FRED)"
2012,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",94.2008333333333,"WIT (FRED)"
2013,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",97.9408333333333,"WIT (FRED)"
2014,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",93.2583333333333,"WIT (FRED)"
2015,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",48.6883333333333,"WIT (FRED)"
2016,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",43.1441666666667,"WIT (FRED)"
2017,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",50.8841666666667,"WIT (FRED)"
2018,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",64.9383333333333,"WIT (FRED)"
2019,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",56.9841666666667,"WIT (FRED)"
2020,"Precios de referencia mundial de crudo","USD/barriles","Pext_wti",37.9675,"WIT (FRED)"
1946,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",NA,"Sec. Energía - Regalías"
1947,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",NA,"Sec. Energía - Regalías"
1948,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",NA,"Sec. Energía - Regalías"
1949,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",NA,"Sec. Energía - Regalías"
1950,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",NA,"Sec. Energía - Regalías"
1951,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",NA,"Sec. Energía - Regalías"
1952,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",NA,"Sec. Energía - Regalías"
1953,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",NA,"Sec. Energía - Regalías"
1954,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",NA,"Sec. Energía - Regalías"
1955,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",NA,"Sec. Energía - Regalías"
1956,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",NA,"Sec. Energía - Regalías"
1957,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",NA,"Sec. Energía - Regalías"
1958,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",NA,"Sec. Energía - Regalías"
1959,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",NA,"Sec. Energía - Regalías"
1960,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",NA,"Sec. Energía - Regalías"
1961,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",NA,"Sec. Energía - Regalías"
1962,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",NA,"Sec. Energía - Regalías"
1963,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",NA,"Sec. Energía - Regalías"
1964,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",NA,"Sec. Energía - Regalías"
1965,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",NA,"Sec. Energía - Regalías"
1966,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",NA,"Sec. Energía - Regalías"
1967,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",NA,"Sec. Energía - Regalías"
1968,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",NA,"Sec. Energía - Regalías"
1969,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",NA,"Sec. Energía - Regalías"
1970,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",NA,"Sec. Energía - Regalías"
1971,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",NA,"Sec. Energía - Regalías"
1972,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",NA,"Sec. Energía - Regalías"
1973,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",NA,"Sec. Energía - Regalías"
1974,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",NA,"Sec. Energía - Regalías"
1975,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",NA,"Sec. Energía - Regalías"
1976,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",NA,"Sec. Energía - Regalías"
1977,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",NA,"Sec. Energía - Regalías"
1978,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",NA,"Sec. Energía - Regalías"
1979,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",NA,"Sec. Energía - Regalías"
1980,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",NA,"Sec. Energía - Regalías"
1981,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",NA,"Sec. Energía - Regalías"
1982,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",NA,"Sec. Energía - Regalías"
1983,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",NA,"Sec. Energía - Regalías"
1984,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",NA,"Sec. Energía - Regalías"
1985,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",NA,"Sec. Energía - Regalías"
1986,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",NA,"Sec. Energía - Regalías"
1987,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",NA,"Sec. Energía - Regalías"
1988,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",NA,"Sec. Energía - Regalías"
1989,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",NA,"Sec. Energía - Regalías"
1990,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",NA,"Sec. Energía - Regalías"
1991,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",NA,"Sec. Energía - Regalías"
1992,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",NA,"Sec. Energía - Regalías"
1993,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",NA,"Sec. Energía - Regalías"
1994,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",NA,"Sec. Energía - Regalías"
1995,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",NA,"Sec. Energía - Regalías"
1996,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",NA,"Sec. Energía - Regalías"
1997,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",NA,"Sec. Energía - Regalías"
1998,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",NA,"Sec. Energía - Regalías"
1999,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",NA,"Sec. Energía - Regalías"
2000,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",NA,"Sec. Energía - Regalías"
2001,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",NA,"Sec. Energía - Regalías"
2002,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",NA,"Sec. Energía - Regalías"
2003,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",NA,"Sec. Energía - Regalías"
2004,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",NA,"Sec. Energía - Regalías"
2005,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",NA,"Sec. Energía - Regalías"
2006,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",58.7066891369095,"Sec. Energía - Regalías"
2007,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",62.8128080384114,"Sec. Energía - Regalías"
2008,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",85.2291275822231,"Sec. Energía - Regalías"
2009,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",56.2708671181914,"Sec. Energía - Regalías"
2010,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",75.3162527690335,"Sec. Energía - Regalías"
2011,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",95.1821467561237,"Sec. Energía - Regalías"
2012,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",105.631074649962,"Sec. Energía - Regalías"
2013,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",95.172872481372,"Sec. Energía - Regalías"
2014,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",93.0811260559424,"Sec. Energía - Regalías"
2015,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",44.5027398857409,"Sec. Energía - Regalías"
2016,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",38.4775085588307,"Sec. Energía - Regalías"
2017,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",39.2615822442685,"Sec. Energía - Regalías"
2018,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",65.9146554739419,"Sec. Energía - Regalías"
2019,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",56.1923007620804,"Sec. Energía - Regalías"
2020,"Precios de exportación de crudo","USD/barriles","Px_crudo_regalias",36.3972887320212,"Sec. Energía - Regalías"
1946,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",NA,"MECON"
1947,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",NA,"MECON"
1948,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",NA,"MECON"
1949,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",NA,"MECON"
1950,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",NA,"MECON"
1951,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",NA,"MECON"
1952,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",NA,"MECON"
1953,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",NA,"MECON"
1954,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",NA,"MECON"
1955,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",NA,"MECON"
1956,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",NA,"MECON"
1957,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",NA,"MECON"
1958,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",NA,"MECON"
1959,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",NA,"MECON"
1960,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",NA,"MECON"
1961,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",NA,"MECON"
1962,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",NA,"MECON"
1963,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",NA,"MECON"
1964,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",NA,"MECON"
1965,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",NA,"MECON"
1966,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",NA,"MECON"
1967,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",NA,"MECON"
1968,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",NA,"MECON"
1969,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",NA,"MECON"
