"","fecha","empresa","sector","moneda","gcia_ant","KTA","tg_ant","tg_desp","activo","activo_no_corr","costos","ctas_cobrar_corr","ctas_cobrar_nocorr","disponibilidades","equity","gcia_desp","gcia_op_discont","gcia_operativa","impuesto_gcia","inventarios","long_term_debt","obras_en_curso","ON_nopesos_corr","ON_nopesos_nocorr","ON_pesos_corr","ON_pesos_nocorr","pasivo","pasivo total","ppye","prestamos_corr","prestamos_financieros_pesos_corr","prestamos_financieros_pesos_nocorr","prestamos_nocorr","regalias_otros","solvencia_ratio","sueldos_y_cargas","terrenos","ventas","rotacion","ppye_neta"
"90",2006-12-31,"TGS","transporte","MM_pesos",379.914,4124.753,0.0921058788247442,0.0921058788247442,0,4427.401,623.932,0,0,0,0,358.022,0,0,0,0,0,87.491,0,0,0,0,0,0,4217.871,0,0,0,0,0,0,67.331,5.627,1309.502,Inf,4124.753
"91",2006-12-31,"YPF","integrada","MM_pesos",7258,19492.1910119461,0.372354241529431,0.228655670225499,0,24205,15821,3495,2448,0,0,4457,0,0,-2801,1697,0,3569,0,0,559,509,0,11049,22562,915,356,1,510,2101,2.203,701,1273,25635,9.32292280494991,17720
"92",2007-12-31,"camuzzi_pamp","distribución","MM_pesos",30.039071,904.95988,0.0331938151777513,0.00623396917883255,1172.216473,992.912858,331.756013,0,0,10.573754,0,5.641492,0,0,-24.397579,0,0,61.351511,0,0,0,0,0,0,976.653718,0,0,0,0,0,0,62.312753,10.342327,450.707048,Inf,904.95988
"93",2007-12-31,"chevron","integrada","MM_usd",32167,83920,0.38330552907531,0.222688274547188,148786,0,188737,0,0,0,77090,18688,0,0,-13479,5310,5664,0,0,0,0,0,71698,0,78610,0,0,0,0,0,1.07520432926999,0,0,220904,35.5436911487759,78610
"94",2007-12-31,"metrogas","distribución","MM_pesos",11.233,1589.091,0.00706882110590268,0.00706882110590268,0,1807.342,671.782,0,0,0,0,15.787,0,0,0,0,0,46.681,0,0,0,0,0,0,1653.273,0,0,0,0,0,0,72.872,17.501,955.853,Inf,1589.091
"95",2007-12-31,"PAE","produccion","MM_pesos",2214,10931.4682274247,0.202534550157274,0.131272393620455,0,7446,2691,0,0,0,0,1435,0,0,-779,189,0,1068,0,0,0,0,0,0,11857,0,0,0,0,0,0,206,61,5530,14.2380952380952,10728
"96",2007-12-31,"petrobras_ar","integrada","MM_pesos",1348,11672.0422424003,0.115489643714894,0.0731662876353999,21357,14905,10132,0,0,98,0,762,0,1536,-494,996,0,0,0,0,0,0,0,0,10609,0,0,0,0,920,0,682,0,13458,10.1726907630522,10609
"97",2007-12-31,"petrobras_glob","integrada","MM_usd",19299,63744.7649882504,0.302754273289065,0.210385903885157,0,100575,49789,0,0,0,0,13138,0,0,-5888,9231,0,30537,0,0,0,0,0,0,84282,0,0,0,0,0,0,6250,390,112425,5.39367349149605,53355
"98",2007-12-31,"tecpetrol","produccion","MM_pesos",269.551,811.883414172951,0.332007028711858,0.191711023138161,0,1103.957,556.666,0,0,0,0,155.646,0,0,-113.904,11.24,0,66.894,0,0,0,0,0,0,866.103,0,0,0,0,141.968,0,71.04,0,1089.069,49.5254448398577,799.209
"99",2007-12-31,"TGN","transporte","MM_pesos",73.374,2149.014,0.0341431000449509,0.0341431000449509,0,2434.683,265.941,0,0,0,0,59.651,0,0,0,0,0,43.786,0,0,0,0,0,0,2196.075,0,0,0,0,0,0,55.468,3.275,518.544,Inf,2149.014
"100",2007-12-31,"TGS","transporte","MM_pesos",294.52,4067.685,0.0724048199405804,0.0724048199405804,0,4318.511,638.655,0,0,0,0,147.508,0,0,0,0,0,97.288,0,0,0,0,0,0,4170.6,0,0,0,0,0,0,84.464,5.627,1257.273,Inf,4067.685
"101",2007-12-31,"YPF","integrada","MM_pesos",6844,22272.8907894737,0.307279376740558,0.183451714401216,0,27082,19000,4339,2542,0,0,4086,0,0,-2758,2573,0,4617,0,0,14,523,0,12042,25434,471,457,0,523,2006,2.164,1225,1283,29104,7.38437621453556,19534
"102",2008-12-31,"camuzzi_pamp","distribución","MM_pesos",50.18119,901.873026,0.0556410808986763,0.0314388114319765,1159.713928,972.211315,342.407812,0,0,45.5737,0,28.353816,0,0,-21.827374,0,0,48.427412,0,0,0,0,0,0,961.132765,0,0,0,0,0,0,77.840561,10.832327,451.893885,Inf,901.873026
"103",2008-12-31,"chevron","integrada","MM_usd",42957,98634,0.435519192164974,0.242624247216984,161165,0,230048,0,0,0,87120,23931,0,0,-19026,6854,5742,0,0,0,0,0,74048,0,91780,0,0,0,0,0,1.17653414001729,0,0,273005,33.5640501896703,91780
"104",2008-12-31,"metrogas","distribución","MM_pesos",-11.743,1606.116,-0.00731142707002483,-0.00731142707002483,0,1852.759,612.953,0,0,0,0,-13.549,0,0,0,0,0,37.584,0,0,0,0,0,0,1661.201,0,0,0,0,0,0,91.858,17.501,901.564,Inf,1606.116
"105",2008-12-31,"PAE","produccion","MM_pesos",1498,12877.9701744513,0.116322679716396,0.0758659933797856,0,9768,3554,0,0,0,0,977,0,0,-521,272,0,1320,0,0,0,0,0,0,14000,0,0,0,0,0,0,274,95,6088,13.0661764705882,12585
"106",2008-12-31,"petrobras_ar","integrada","MM_pesos",1378,12754.5556363636,0.108039828221948,0.0665644514952347,23091,16839,11000,0,0,492,0,776,0,1948,-529,1536,0,1462,0,0,0,0,0,0,12556,0,0,0,0,902,0,892,0,15175,7.16145833333333,11094
"107",2008-12-31,"petrobras_glob","integrada","MM_usd",26992,63473.6258148631,0.425247489070957,0.2793758789158,0,98937,72865,0,0,0,0,18879,0,0,-9259,7990,0,29609,0,0,0,0,0,0,84719,0,0,0,0,0,0,7429,441,146529,9.11952440550688,54669
"108",2008-12-31,"TGN","transporte","MM_pesos",-26.098,2057.791,-0.0126825318994981,-0.0126825318994981,0,2394.163,290.789,0,0,0,0,-33.534,0,0,0,0,0,54.621,0,0,0,0,0,0,2115.686,0,0,0,0,0,0,67.957,3.274,504.485,Inf,2057.791
"109",2008-12-31,"TGS","transporte","MM_pesos",318.48,4000.179,0.0796164371644369,0.0796164371644369,0,4203.94,759.826,0,0,0,0,175.091,0,0,0,0,0,165.957,0,0,0,0,0,0,4171.763,0,0,0,0,0,0,105.161,5.627,1419.202,Inf,4000.179
"110",2008-12-31,"YPF","integrada","MM_pesos",6198,24267.6005913464,0.255402258524486,0.149994227336097,0,29851,24013,6763,3473,0,0,3640,0,0,-2558,3449,0,4339,0,0,364,244,0,18723,26168,3219,2761,0,1260,2418,1.087,1146,1175,34875,6.96230791533778,20654
"111",2009-12-31,"camuzzi_pamp","distribución","MM_pesos",16.011412,902.507485,0.0177410295937878,0.00208086362851606,1087.155856,974.983574,418.5859,0,0,15.892783,0,1.877995,0,0,-14.133417,0,0,45.045804,0,0,0,0,0,0,958.385616,0,0,0,0,0,0,93.940623,10.832327,522.640021,Inf,902.507485
"112",2009-12-31,"chevron","integrada","MM_usd",18528,101997,0.181652401541222,0.103561869466749,164621,0,153108,0,0,0,92560,10563,0,0,-7965,5529,9829,0,0,0,0,0,72060,0,96468,0,0,0,0,0,1.28448515126284,0,0,171636,27.6918068366793,96468
"113",2009-12-31,"metrogas","distribución","MM_pesos",-68.95,1586.014,-0.0434737650487322,-0.0434737650487322,0,1910.787,769.584,0,0,0,0,-78.342,0,0,0,0,0,84.915,0,0,0,0,0,0,1688.43,0,0,0,0,0,0,106.022,17.501,1074.227,Inf,1586.014
"114",2009-12-31,"PAE","produccion","MM_pesos",3321,13889.9051858446,0.239094504646761,0.239094504646761,0,12076,4493,0,0,0,0,2155,0,0,0,266,0,2850,0,0,0,0,0,0,16543,0,0,0,0,0,0,370,91,9018,16.890977443609,13602
"115",2009-12-31,"petrobras_ar","integrada","MM_pesos",1715,11716.3623842854,0.146376489882239,0.0844118650108074,23083,15974,8858,0,0,327,0,925,0,918,-726,1011,0,537,0,0,0,0,0,0,11128,0,0,0,0,491,0,1002,0,11972,8.76162215628091,10591
"116",2009-12-31,"petrobras_glob","integrada","MM_usd",22061,82891,0.266144696046615,0.202953275988949,0,200270,49251,0,0,0,0,16823,0,0,-5238,11227,0,63929,0,0,0,0,0,0,136167,0,0,0,0,0,0,0,574,115892,4.38683530774027,71664
"117",2009-12-31,"TGN","transporte","MM_pesos",-53.537,2001.125,-0.0267534511837092,-0.0267534511837092,0,2416.09,321.197,0,0,0,0,-51.546,0,0,0,0,0,61.954,0,0,0,0,0,0,2066.353,0,0,0,0,0,0,77.574,3.274,530.966,Inf,2001.125
"118",2009-12-31,"TGS","transporte","MM_pesos",321.712,4018.846,0.0800508404651484,0.0800508404651484,0,4151.15,818.362,0,0,0,0,178.38,0,0,0,0,0,98.927,0,0,0,0,0,0,4123.41,0,0,0,0,0,0,137.121,5.637,1600.648,Inf,4018.846
"119",2009-12-31,"YPF","integrada","MM_pesos",5894,25647.5439444277,0.229807579734377,0.135919447396342,0,10532,23177,5863,4391,0,0,3486,0,0,-2408,3066,0,3640,0,0,6,547,0,21402,28033,4679,3761,1213,2140,2544,0.882,1327,1987,34320,7.55936073059361,22406
"120",2010-12-31,"camuzzi_pamp","distribución","MM_pesos",3.327437,900.725775,0.0036941731794008,-0.00705963921150141,1114.872006,955.239302,475.429217,0,0,23.542519,0,-6.358799,0,0,-9.686236,0,0,25.770851,0,0,0,0,0,0,937.360458,0,0,0,0,0,0,123.643039,10.863832,626.062884,Inf,900.725775
"121",2010-12-31,"chevron","integrada","MM_usd",32055,109997,0.291417038646509,0.173968380955844,184769,0,172873,0,0,0,105810,19136,0,0,-12919,5493,11003,0,0,0,0,0,78958,0,104504,0,0,0,0,0,1.34007953595582,0,0,204928,31.471509193519,104504
"122",2010-12-31,"metrogas","distribución","MM_pesos",-84.522,1635.581,-0.0516770493176431,-0.0516770493176431,0,1974.336,809.188,0,0,0,0,-71.697,0,0,0,0,0,69.795,0,0,0,0,0,0,1722.877,0,0,0,0,0,0,132.598,17.501,1122.328,Inf,1635.581
"123",2010-12-31,"PAE","produccion","MM_pesos",3213,26066.2310570627,0.123262929457131,0.123262929457131,0,14254,5345,0,0,0,0,2111,0,0,0,245,0,3229,0,0,0,0,0,0,29175,0,0,0,0,0,0,485,147,9676,21.8163265306122,25799
"124",2010-12-31,"petrobras_ar","integrada","MM_pesos",840,11039.6992411623,0.0760890293884093,0.0578820116418971,22759,14986,10806,0,0,581,0,610,0,0,-201,1052,0,908,0,0,0,0,0,0,10789,0,0,0,0,532,0,1096,0,14442,10.2718631178707,9881
"125",2010-12-31,"petrobras_glob","integrada","MM_usd",25831,155608.738563386,0.165999674815679,0.125153639697857,0,224879,70694,0,0,0,0,19475,0,0,-6356,11834,0,75426,0,0,0,0,0,0,218567,0,0,0,0,0,0,8308,757,150852,5.9738042927159,142384
"126",2010-12-31,"TGN","transporte","MM_pesos",141.021,1922.405,0.0733565507788421,0.0733565507788421,0,2463.533,347.885,0,0,0,0,73.064,0,0,0,0,0,85.822,0,0,0,0,0,0,2011.501,0,0,0,0,0,0,95.701,3.274,495.24,Inf,1922.405
"127",2010-12-31,"TGS","transporte","MM_pesos",201.425,3921.3,0.0513668936322138,0.0513668936322138,0,4139.59,859.201,0,0,0,0,102.236,0,0,0,0,0,132.285,0,0,0,0,0,0,4059.222,0,0,0,0,0,0,144.233,5.637,1653.001,Inf,3921.3
"128",2010-12-31,"YPF","integrada","MM_pesos",9020,27982.6418943777,0.322342687800765,0.206913986958584,0,33786,29899,7639,5616,0,0,5790,0,0,-3230,3865,0,5574,0,0,361,626,0,27549,31567,6176,5357,890,1613,2989,0.691,1761,2103,44162,7.73583441138422,23890
"129",2011-12-31,"camuzzi_pamp","distribución","MM_pesos",-7.225934,870.860941,-0.00829746020266168,-0.0149384045001049,1141.529747,951.398558,536.478506,0,0,11.975397,0,-13.009273,0,0,-5.783339,0,0,59.948255,0,0,0,0,0,0,941.673028,0,0,0,0,0,0,151.110924,10.863832,685.410355,Inf,870.860941
"130",2011-12-31,"chevron","integrada","MM_usd",47634,128151,0.371702132640401,0.210751379232312,209474,0,206072,0,0,0,122180,27008,0,0,-20626,5543,9684,0,0,0,0,0,87293,0,122608,0,0,0,0,0,1.39965403869726,0,0,253706,37.1769799747429,122608
"131",2011-12-31,"metrogas","distribución","MM_pesos",-64.37,1667.124,-0.0386114050304596,-0.0386114050304596,0,2032.981,858.406,0,0,0,0,-73.121,0,0,0,0,0,68.298,0,0,0,0,0,0,1752.923,0,0,0,0,0,0,170.658,17.501,1161.174,Inf,1667.124
"132",2011-12-31,"PAE","produccion","MM_pesos",5013,38938.8214285714,0.12874041422121,0.12874041422121,0,16862,6720,0,0,0,0,3261,0,0,0,360,0,4518,0,0,0,0,0,0,43263,0,0,0,0,0,0,650,201,13251,18.6666666666667,38544
"133",2011-12-31,"petrobras_ar","integrada","MM_pesos",689,10791.2240362812,0.0638481786388192,0.0644968538934951,22170,15994,11025,0,0,247,0,704,0,0,7,970,0,1021,0,0,0,0,0,0,10726,0,0,0,0,578,0,1321,0,14278,11.3659793814433,9705
"134",2011-12-31,"petrobras_glob","integrada","MM_usd",26724,108685.699884532,0.245883313337372,0.183943242038644,0,232860,99595,0,0,0,0,19992,0,0,-6732,15165,0,84529,0,0,0,0,0,0,182918,0,0,0,0,0,0,11294,6588,145915,6.56742499175734,91801
"135",2011-12-31,"TGN","transporte","MM_pesos",-207.86,1894.407,-0.109722989832702,-0.109722989832702,0,2383.054,354.459,0,0,0,0,-154.078,0,0,0,0,0,40.254,0,0,0,0,0,0,1937.935,0,0,0,0,0,0,115.632,3.274,406.924,Inf,1894.407
"136",2011-12-31,"TGS","transporte","MM_pesos",359.473,3820.302,0.0940954406222335,0.0940954406222335,0,4145.301,936.986,0,0,0,0,230.679,0,0,0,0,0,186.617,0,0,0,0,0,0,4012.556,0,0,0,0,0,0,192.67,5.637,1853.875,Inf,3820.302
"137",2011-12-31,"YPF","integrada","MM_pesos",7586,33234.692341346,0.228255460351066,0.133745784505733,0,47769,41143,11195,60,0,0,4445,0,0,-3141,6006,0,9323,0,0,313,719,0,36664,38098,8113,7044,3213,4654,3545,0.511,2327,1886,56211,6.85031635031635,26889
"138",2012-12-31,"camuzzi_pamp","distribución","MM_pesos",-72.871732,856.625245,-0.0850683918380201,-0.0561869070295728,1110.729105,941.548585,684.410355,0,0,20.387167,0,-48.131123,0,0,24.740609,0,0,43.054898,0,0,0,0,0,0,910.543975,0,0,0,0,0,0,192.59419,10.863832,702.857413,Inf,856.625245
"139",2012-12-31,"chevron","integrada","MM_usd",46332,147492,0.314132291920918,0.178558837089469,232982,0,195577,0,0,0,137830,26336,0,0,-19996,6144,11966,0,0,0,0,0,95150,0,141348,0,0,0,0,0,1.4485549132948,0,0,241909,31.8321940104167,141348
"140",2012-12-31,"metrogas","distribución","MM_pesos",-229.539,1687.014,-0.136062297052662,-0.136062297052662,0,1994.082,922.952,0,0,0,0,-142.805,0,0,0,0,0,83.061,0,0,0,0,0,0,1787.576,0,0,0,0,0,0,223.379,17.501,1209.519,Inf,1687.014
"141",2012-12-31,"PAE","produccion","MM_pesos",2767,58704.779752612,0.0471341517958235,0.0471341517958235,0,29594,8327,0,0,0,0,1387,0,0,0,654,0,7512,0,0,0,0,0,0,65777,0,0,0,0,0,0,863,282,12329,12.7324159021407,57983
"142",2012-12-31,"petrobras_ar","integrada","MM_pesos",1162,8572.69030044703,0.135546713957392,0.078155162092472,18847,12823,9619,0,0,1260,0,670,0,0,-492,1023,0,1044,0,0,0,0,0,0,8480,0,0,0,0,823,0,1069,0,12765,9.40273704789834,7436
"143",2012-12-31,"petrobras_glob","integrada","MM_usd",14493,131259.503747652,0.110414862057249,0.0832777794209476,0,250746,107534,0,0,0,0,10931,0,0,-3562,14552,0,81663,0,0,0,0,0,0,204901,0,0,0,0,0,0,12071,8164,144103,7.38963716327653,115074
"144",2012-12-31,"TGN","transporte","MM_pesos",333.609,1820.963,0.18320471091395,0.18320471091395,0,2208.409,394.33,0,0,0,0,217.765,0,0,0,0,0,23.903,0,0,0,0,0,0,1848.14,0,0,0,0,0,0,135.858,3.274,491.681,Inf,1820.963
"145",2012-12-31,"TGS","transporte","MM_pesos",369.561,3853.953,0.0958914133099184,0.0958914133099184,0,4105.251,1351.734,0,0,0,0,239.218,0,0,0,0,0,140.287,0,0,0,0,0,0,4000.519,0,0,0,0,0,0,241.779,6.279,2574.968,Inf,3853.953
"146",2012-12-31,"YPF","integrada","MM_pesos",8565,48126.0185012036,0.17797025947172,0.0810788035561765,0,61601,50267,12856,162,0,0,3902,0,0,-4663,6922,0,13659,0,0,725,9216,0,48689,56971,5004,4279,2884,12100,4469,0.642,4488,2726,67174,7.26191852065877,40586
"147",2013-12-31,"camuzzi_pamp","distribución","MM_pesos",23.621654,881.451054572006,0.0267985997378716,0.0174642073659718,1259.478735,948.317085,658.422358,0,0,132.968568,0,15.348844,0,0,-8.22781,6.66248,0,43.054293,0,0,0,0,0,0,926.191814,0,0,0,0,0,0,248.534613,10.863832,940.242948,98.8254160612865,872.273689
"148",2013-12-31,"chevron","integrada","MM_usd",35905,171209,0.209714442581874,0.126144069529055,253753,0,192943,0,0,0,150430,21597,0,0,-14308,6380,19960,0,0,0,0,0,103326,0,164829,0,0,0,0,0,1.45587751388808,0,0,228848,30.2418495297806,164829
"149",2013-12-31,"metrogas","distribución","MM_pesos",478.74,1756.673,0.272526531688026,0.272526531688026,0,1860.591,1433.202,0,0,0,0,256.83,0,0,0,0,0,77.276,0,0,0,0,0,0,1849.603,0,0,0,0,0,0,284.941,15.654,1936.211,Inf,1756.673
"150",2013-12-31,"PAE","produccion","MM_pesos",5615,105434.297967956,0.0532559148988361,0.0532559148988361,0,43385,10236,0,0,0,0,2486,0,0,0,677,0,7891,0,0,0,0,0,0,113086,0,0,0,0,0,0,1078,509,16685,15.1196454948301,104686
"151",2013-12-31,"petrobras_ar","integrada","MM_pesos",1404,9716.63676731794,0.144494441196194,0.0876846608968358,20862,14266,11260,0,0,1193,0,852,0,0,-552,1310,0,1265,0,0,0,0,0,0,9524,0,0,0,0,1128,0,1269,0,15340,8.59541984732824,8259
"152",2013-12-31,"petrobras_glob","integrada","MM_usd",13410,156177.896659708,0.0858636227456612,0.0693568054870247,0,268768,108254,0,0,0,0,10832,0,0,-2578,14225,0,79758,0,0,0,0,0,0,227901,0,0,0,0,0,0,12769,7868,141462,7.6101230228471,140275
"153",2013-12-31,"TGN","transporte","MM_pesos",49.334,1725.171,0.0285965854979014,0.0285965854979014,0,2328.952,466.586,0,0,0,0,28.876,0,0,0,0,0,65.936,0,0,0,0,0,0,1794.381,0,0,0,0,0,0,179.669,3.274,483.907,Inf,1725.171
"154",2013-12-31,"TGS","transporte","MM_pesos",173.387,3830.474,0.0452651551740072,0.0452651551740072,0,4269.847,1595.319,0,0,0,0,107.506,0,0,0,0,0,130.155,0,0,0,0,0,0,3966.908,0,0,0,0,0,0,305.657,6.279,2864.986,Inf,3830.474
"155",2013-12-31,"YPF","integrada","MM_pesos",14348,77392.6417599201,0.185392301822555,0.0656263939891802,0,101081,68094,20312,470,0,0,5079,0,0,-9269,9881,0,19739,0,0,4296,20474,0,87355,90620,8814,4518,2602,23076,5846,0.552,3712,3908,90113,6.8914077522518,66973
"156",2014-12-31,"camuzzi_pamp","distribución","MM_pesos",-132.188367,854.323929464844,-0.154728625104536,-0.10242923671214,1369.587956,1041.861547,1101.187002,0,0,70.953337,0,-87.507748,0,0,44.680619,3.527459,0,148.643974,0,0,0,0,0,0,1009.601205,0,0,0,0,0,0,352.827371,11.290981,1289.587291,312.175705514933,849.66625
"157",2014-12-31,"chevron","integrada","MM_usd",31202,189678,0.164499836565126,0.101804110123472,266026,0,180768,0,0,0,156190,19310,0,0,-11892,6505,23960,0,0,0,0,0,109835,0,183173,0,0,0,0,0,1.4220421541403,0,0,211970,27.7890853189854,183173
"158",2014-12-31,"metrogas","distribución","MM_pesos",-605.358,1821.614,-0.332319580328214,-0.332319580328214,0,1968.68,2589.406,0,0,0,0,-631.179,0,0,0,0,0,113.45,0,0,0,0,0,0,1950.718,0,0,0,0,0,0,389.882,15.654,3184.474,Inf,1821.614
"159",2014-12-31,"PAE","produccion","MM_pesos",8107,131044.326839827,0.0618645628964087,0.0618645628964087,0,66376,14784,0,0,0,0,3921,0,0,0,920,0,8351,0,0,0,0,0,0,139149,0,0,0,0,0,0,1564,771,24802,16.0695652173913,130027
"160",2014-12-31,"petrobras_ar","integrada","MM_pesos",1320,12257.54478951,0.107688776395878,0.0471546308763768,24432,15549,14490,0,0,2278,0,578,0,0,-742,1951,0,1489,0,0,0,0,0,0,11589,0,0,0,0,1560,0,1534,0,20738,7.42696053305997,10100
"161",2014-12-31,"petrobras_glob","integrada","MM_usd",-8824,170602.064141326,-0.0517227036168227,-0.0439795382181574,0,247855,109477,0,0,0,0,-7503,0,0,1321,11466,0,52943,0,0,0,0,0,0,218730,0,0,0,0,0,0,13215,8035,143657,9.54796790511076,157752
"162",2014-12-31,"TGN","transporte","MM_pesos",-388.53,1664.74,-0.233387796292514,-0.233387796292514,0,2534.704,619,0,0,0,0,-256.625,0,0,0,0,0,108.306,0,0,0,0,0,0,1776.447,0,0,0,0,0,0,231.136,3.401,571.944,Inf,1664.74
"163",2014-12-31,"TGS","transporte","MM_pesos",169.754,3748.51,0.0452857268621399,0.0452857268621399,0,4215.457,2565.535,0,0,0,0,104.988,0,0,0,0,0,327.282,0,0,0,0,0,0,4082.071,0,0,0,0,0,0,416.968,6.279,4303.971,Inf,3748.51
"164",2014-12-31,"YPF","integrada","MM_pesos",22072,110827.045467596,0.199157163369961,0.0798451313275092,0,166454,104492,30406,566,0,0,8849,0,0,-13223,13001,0,44596,0,0,3586,33330,0,135773,147119,13275,9689,2700,36030,9034,0.536,4887,5305,141942,8.03722790554573,97218
"165",2015-12-31,"camuzzi_pamp","distribución","MM_pesos",144.497594,940.545936584436,0.153631617956629,0.0965467304337751,1860.839164,1110.035266,1408.352349,0,0,299.420707,0,90.806635,0,0,-53.690959,12.044317,0,140.714727,0,0,0,0,0,0,1076.467311,0,0,0,0,0,0,472.402615,11.290981,1616.736207,116.930860338531,924.461603
"166",2015-12-31,"chevron","integrada","MM_usd",4842,188520,0.0256842775302355,0.0249840865690643,264540,0,133635,0,0,0,153890,4710,0,0,-132,6334,33542,0,0,0,0,0,110654,0,182186,0,0,0,0,0,1.39073146926455,0,0,138477,21.0980423113357,182186
"167",2015-12-31,"metrogas","distribución","MM_pesos",-478.832,1960.781,-0.244204732705998,-0.244204732705998,0,2167.859,3753.736,0,0,0,0,-560.708,0,0,0,0,0,100.237,0,0,0,0,0,0,2076.672,0,0,0,0,0,0,525.38,15.654,4627.357,Inf,1960.781
"168",2015-12-31,"PAE","produccion","MM_pesos",8631,157503,0.0547989562103579,0.0547989562103579,0,112942,22398,0,0,0,0,1986,0,0,0,0,0,15687,0,0,0,0,0,0,174050,0,0,0,0,0,0,2212,860,30292,Inf,157503
"169",2015-12-31,"petrobras_ar","integrada","MM_pesos",1866,15004.2252796708,0.124364968215203,0.059649864176102,29097,18354,15554,0,0,2229,0,895,0,0,-971,2130,0,1579,0,0,0,0,0,0,14174,0,0,0,0,1689,0,2039,0,21955,7.30234741784038,12595
"170",2015-12-31,"petrobras_glob","integrada","MM_usd",-9748,126029.064518041,-0.0773472376175939,-0.0683255091429115,0,187093,67485,0,0,0,0,-8611,0,0,1137,7441,0,37610,0,0,0,0,0,0,161297,0,0,0,0,0,0,9079,6100,97314,9.06934551807553,117587
"171",2015-12-31,"tecpetrol","produccion","MM_pesos",-432.013,2839.96608169879,-0.152119070288889,-0.0678039788013297,0,3629.555,2275.811,0,0,0,0,-192.56,0,0,239.452,156.829,0,336.365,0,0,0,0,0,0,2981.592,0,0,0,0,515.761,0,550.129,0,2828.974,14.5114168935592,2645.227
"172",2015-12-31,"TGN","transporte","MM_pesos",-795.022,1672.356,-0.475390407305622,-0.475390407305622,0,3130.333,844.021,0,0,0,0,-517.663,0,0,0,0,0,168.442,0,0,0,0,0,0,1844.199,0,0,0,0,0,0,324.206,3.401,750.828,Inf,1672.356
"173",2015-12-31,"TGS","transporte","MM_pesos",-293.179,3746.053,-0.078263441547677,-0.078263441547677,0,4440.613,2745.869,0,0,0,0,-172.109,0,0,0,0,0,467.188,0,0,0,0,0,0,4219.52,0,0,0,0,0,0,564.699,6.279,4197.121,Inf,3746.053
"174",2015-12-31,"YPF","integrada","MM_pesos",29063,210330.142734049,0.13817800730896,0.0210431084316642,0,286480,119537,39979,625,0,0,4426,0,0,-24637,19258,0,76803,9981,52651,2050,19280,0,242992,274122,27817,1104,1224,77934,11977,0.5,11062,8029,156136,6.20713469726867,189290
"175",2016-12-31,"camuzzi_pamp","distribución","MM_pesos",-318.723525,1026.31146887164,-0.310552434292112,-0.201970174052421,3353.226916,1340.187352,2834.368766,0,0,364.283367,0,-207.284306,0,0,111.439219,19.871963,0,192.646988,0,0,0,0,0,0,1205.783312,0,0,0,0,0,0,655.272544,11.290981,3193.99237,142.631544050278,1001.845343
"176",2016-12-31,"chevron","integrada","MM_usd",-2160,187605,-0.01151355241065,-0.00229738013379174,260078,0,116632,0,0,0,146720,-431,0,0,1729,5419,35193,0,0,0,0,0,113356,0,182186,0,0,0,0,0,1.29432936942023,0,0,114472,21.5227901826905,182186
"177",2016-12-31,"metrogas","distribución","MM_pesos",-670.935,2082.051,-0.322247149565501,-0.322247149565501,0,2572.063,6904.281,0,0,0,0,-604.408,0,0,0,0,0,339.294,0,0,0,0,0,0,2436.979,0,0,0,0,0,0,707.12,15.634,8038.203,Inf,2082.051
"178",2016-12-31,"PAE","produccion","MM_pesos",11960,345790,0.0345874663813297,0.0345874663813297,0,136845,30505,0,0,0,0,5876,0,0,0,0,0,68654,0,0,0,0,0,0,425349,0,0,0,0,0,0,2877,10905,47054,Inf,345790
"179",2016-12-31,"petrobras_ar","integrada","MM_pesos",2305,15349.5388747146,0.150167377587937,0.0536172458806389,36195,19331,14894,0,0,3014,0,823,0,0,-1482,2881,0,1147,0,0,0,0,0,0,13219,0,0,0,0,1633,0,2050,0,21545,5.16973273169039,12072
"180",2016-12-31,"petrobras_glob","integrada","MM_usd",-3665,139920.867206814,-0.026193376821935,-0.0310818542424544,0,202214,55417,0,0,0,0,-4349,0,0,-684,8475,0,38569,0,0,0,0,0,0,175470,0,0,0,0,0,0,9984,6982,81405,6.5388790560472,129919
"181",2016-12-31,"tecpetrol","produccion","MM_pesos",-774.213,3975.11559779151,-0.194764902039613,-0.138475721386775,0,5185.974,2723.033,0,0,0,0,-550.456,NA,0,223.756,233.028,0,955.324,0,0,0,0,0,0,4636.289,0,0,0,0,636.588,0,714.244,0,3609.725,11.6854326518702,3680.965
"182",2016-12-31,"TGN","transporte","MM_pesos",-400.949,1789.415,-0.224067083376411,-0.224067083376411,0,3704.053,1078.742,0,0,0,0,-258.826,0,0,0,0,0,217.096,0,0,0,0,0,0,2009.912,0,0,0,0,0,0,444.971,3.401,1835.265,Inf,1789.415
"183",2016-12-31,"TGS","transporte","MM_pesos",1419.982,4518.339,0.314270797299627,0.314270797299627,0,5584.261,4435.915,0,0,0,0,930.678,0,0,0,0,0,804.083,0,0,0,0,0,0,5333.344,0,0,0,0,0,0,814.731,10.922,7402.172,Inf,4518.339
"184",2016-12-31,"YPF","integrada","MM_pesos",-29804,305712.046180571,-0.0974904337999034,-0.0928291847002906,0,333913,177304,41581,2187,0,0,-28379,0,0,1425,21820,0,52673,4360,86116,4400,29194,0,302478,345679,26777,1459,2416,127568,17178,0.39,14773,10932,210100,8.12575618698442,282074
