indice_tiempo,produccion_gas_natural,total,residencial,comercial,entes_oficiales,industria,centrales_electricas,sdb,gnc,metrogas,gas_natural_fenosa,distrib_gas_del_centro_ecogas,distrib_gas_cuyana_ecogas,litoral_gas,gasnea,redengas,gasnor,camuzzi_gas_pampeana,camuzzi_gas_del_sur
2020-04-01,3502.1407169999998,2779.888,568.299,74.781,13.712,945.48,1039.047,57.468,81.102,494.87,262.532,104.939,117.103,437.341,16.201,3.934,203.466,626.883,512.619
2020-05-01,3858.537090399999,3461.781,1031.188,85.921,29.335,934.432,1188.19,77.337,115.378,645.645,324.123,163.878,157.911,539.55,20.602,6.489,259.925,674.09,669.568
2020-06-01,3780.5864761000007,3946.154,1436.038,113.349,42.436,892.971,1212.795,111.239,137.325,688.528,485.247,232.204,220.338,569.44,25.872,9.62,283.849,690.295,740.761
2020-07-01,3931.5962413999996,4072.135,1766.217,143.927,54.519,990.765,831.77,135.53,149.408,655.905,468.815,248.016,276.309,505.17,30.25,11.229,276.668,796.74,803.034
2020-08-01,3895.7713273000004,3909.338,1403.417,120.504,47.426,982.609,1097.968,106.658,150.757,741.646,464.759,230.203,277.14,437.576,28.043,8.174,257.492,728.101,736.204
2020-09-01,3685.5500122000008,3443.329,1053.42,103.633,38.944,959.4,1055.023,83.028,149.881,673.127,421.26,183.627,203.99,408.237,23.96,6.656,238.496,671.556,612.419
2020-10-01,3778.2511924,3291.893,727.799,84.721,26.801,1022.353,1209.121,56.774,164.325,649.496,366.626,152.982,175.476,411.488,20.306,4.91,258.259,620.104,632.245
2020-11-01,3471.7656987000005,3014.977,395.156,68.364,15.206,1036.992,1294.753,32.591,171.915,640.896,284.753,149.56,160.243,449.777,16.954,4.429,262.68,541.153,504.533
2020-12-01,3530.0043068000004,3099.531,346.843,65.181,11.711,1078.944,1366.395,32.759,197.697,638.119,299.462,153.81,158.309,422.515,15.706,4.087,310.097,560.298,537.128
2021-01-01,3596.0849376000006,3149.807,324.138,65.74,10.588,974.013,1555.14,33.238,186.95,624.528,297.19,184.269,168.241,499.336,15.249,3.429,385.364,446.274,525.927
2021-02-01,3207.3499149,2780.446,306.203,63.951,9.7,882.519,1305.923,32.846,179.303,590.713,264.084,153.896,160.558,423.456,15.603,3.576,300.782,413.017,454.76
2021-03-01,3549.467346800001,3234.499,386.414,74.696,13.612,1102.119,1415.529,39.754,202.376,608.638,339.875,200.302,180.458,486.617,19.163,4.314,320.297,515.199,559.637
2021-04-01,3426.5606659999994,3187.04,502.81,80.657,19.138,1110.555,1244.012,46.992,182.877,591.917,319.379,164.969,160.864,436.624,20.368,4.465,338.594,511.834,638.027
2021-05-01,3759.1977619000004,3703.564,1119.011,119.632,47.674,977.315,1180.487,89.325,170.119,648.944,411.319,208.073,197.534,485.424,24.718,7.695,398.297,567.098,754.462
2021-06-01,3809.8126655,4227.009,1485.158,147.914,64.894,964.816,1264.61,122.592,177.026,652.898,513.8,267.474,262.111,548.448,29.515,10.283,428.101,654.612,859.768
2021-07-01,4051.6597726,4598.469,1657.469,142.721,65.809,956.022,1444.081,130.806,201.561,758.509,547.662,300.989,276.844,609.204,34.414,10.709,433.588,745.897,880.653
2021-08-01,4144.095261,4523.251,1425.833,131.399,65.313,964.17,1618.562,112.781,205.192,834.689,533.976,287.289,250.766,636.572,32.524,8.398,420.329,697.142,821.568
2021-09-01,3977.791933799999,3583.565,981.066,101.279,47.754,965.511,1208.866,75.136,203.954,651.617,439.176,195.083,242.711,488.683,26.419,5.903,275.353,627.116,631.505
