Año;Mes;Producto;Datos;Total
;;BUTANO NO PETROQUIMICO;Suma de M3;1335
;;;Suma de Toneladas;54459.042
;;;Suma de ValorFOB;12499851
;;FUEL OIL, AZUFRE <1%;Suma de M3;23230
;;;Suma de Toneladas;22696
;;;Suma de ValorFOB;3013000
;;GAS NATURAL;Suma de M3;595833200
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;28386300
;;GAS OIL;Suma de M3;100136
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;21022932.7
;;GASOLINA NATURAL;Suma de M3;46322
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;6368665
;;GLP A GRANEL;Suma de M3;0
;;;Suma de Toneladas;842.45
;;;Suma de ValorFOB;251985
;;GRASAS;Suma de M3;21
;;;Suma de Toneladas;19
;;;Suma de ValorFOB;18705
;;HEXANO;Suma de M3;470.3
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;133214
;;LUBRICANTE AUTO, EXCLUIDO GRASAS;Suma de M3;1353.43
;;;Suma de Toneladas;795.6
;;;Suma de ValorFOB;1010640.68
;;LUBRICANTE INDUSTRIAL, EXCLUIDO GRASAS;Suma de M3;235
;;;Suma de Toneladas;208
;;;Suma de ValorFOB;131704
;;NAFTA COMUN >83 RON;Suma de M3;48484
;;;Suma de Toneladas;20505
;;;Suma de ValorFOB;9718284.31
;;NAFTA SUPER >93 RON;Suma de M3;109192
;;;Suma de Toneladas;2313
;;;Suma de ValorFOB;19615859.72
;;NAFTA ULTRA >97 RON;Suma de M3;2267
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;568659
;;NAFTA VIRGEN;Suma de M3;68540
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;11381938
;;OTRAS NAFTAS O CORTES DE ELLAS;Suma de M3;101150
;;;Suma de Toneladas;15194
;;;Suma de ValorFOB;18017174.13
;;OTROS PRODUCTOS PETROQUIMICOS;Suma de M3;2417.7
;;;Suma de Toneladas;1439.6
;;;Suma de ValorFOB;640788
;;PARAFINAS;Suma de M3;13928
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1973580
;;PETROLEO;Suma de M3;1047030
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;166298399
;;PROPANO NO PETROQUIMICO;Suma de M3;9840
;;;Suma de Toneladas;39796.488
;;;Suma de ValorFOB;10752050.1
;;SOLVENTES ALIFATICOS;Suma de M3;1020
;;;Suma de Toneladas;665
;;;Suma de ValorFOB;284177
;;SOLVENTES HEXANO;Suma de M3;9
;;;Suma de Toneladas;7
;;;Suma de ValorFOB;3455
;;TOLUENO;Suma de M3;154
;;;Suma de Toneladas;25
;;;Suma de ValorFOB;59138
;;XILENO;Suma de M3;432.6
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;165067
;5;AEROKEROSENE;Suma de M3;6367
;;;Suma de Toneladas;806
;;;Suma de ValorFOB;1570602
;;AGUARRAS;Suma de M3;37
;;;Suma de Toneladas;29
;;;Suma de ValorFOB;10730
;;ASFALTOS;Suma de M3;2319
;;;Suma de Toneladas;4311.78
;;;Suma de ValorFOB;599645
;;BASES LUBRICANTES;Suma de M3;3566
;;;Suma de Toneladas;1132
;;;Suma de ValorFOB;1257180
;;BUTANO NO PETROQUIMICO;Suma de M3;26753
;;;Suma de Toneladas;33588
;;;Suma de ValorFOB;14177705
;;COQUE;Suma de M3;0
;;;Suma de Toneladas;20559
;;;Suma de ValorFOB;1138676
;;FUEL OIL, AZUFRE <1%;Suma de M3;19832
;;;Suma de Toneladas;69804
;;;Suma de ValorFOB;13525219
;;GAS NATURAL;Suma de M3;619342400
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;30755600
;;GAS OIL;Suma de M3;111090
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;22178802
;;GASOLINA NATURAL;Suma de M3;40793
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;6149684
;;GLP A GRANEL;Suma de M3;0
;;;Suma de Toneladas;7911
;;;Suma de ValorFOB;2116335
;;HEXANO;Suma de M3;376
;;;Suma de Toneladas;
;;;Suma de ValorFOB;106048
;;LUBRICANTE AUTO, EXCLUIDO GRASAS;Suma de M3;803
;;;Suma de Toneladas;22
;;;Suma de ValorFOB;634463
;;METIL TERBUTIL ETER (MTBE);Suma de M3;104.1
;;;Suma de Toneladas;
;;;Suma de ValorFOB;26140
;;NAFTA COMUN >83 RON;Suma de M3;98678
;;;Suma de Toneladas;10613
;;;Suma de ValorFOB;18430354
;;NAFTA SUPER >93 RON;Suma de M3;185890
;;;Suma de Toneladas;1483
;;;Suma de ValorFOB;37195207
;;NAFTA VIRGEN;Suma de M3;42567
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;6371254
;;OTRAS NAFTAS O CORTES DE ELLAS;Suma de M3;104653
;;;Suma de Toneladas;11841
;;;Suma de ValorFOB;20554345
;;OTROS PRODUCTOS PETROQUIMICOS;Suma de M3;53
;;;Suma de Toneladas;958
;;;Suma de ValorFOB;413061
;;PARAFINAS;Suma de M3;0
;;;Suma de Toneladas;919
;;;Suma de ValorFOB;196455
;;PETROLEO;Suma de M3;1150707
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;181048046
;;PROPANO NO PETROQUIMICO;Suma de M3;1057
;;;Suma de Toneladas;29830
;;;Suma de ValorFOB;7821241
;;SOLVENTES ALIFATICOS;Suma de M3;1311
;;;Suma de Toneladas;749
;;;Suma de ValorFOB;305553
;;SOLVENTES HEXANO;Suma de M3;6
;;;Suma de Toneladas;6
;;;Suma de ValorFOB;2787
;;TOLUENO;Suma de M3;236
;;;Suma de Toneladas;57
;;;Suma de ValorFOB;80029
;;XILENO;Suma de M3;502
;;;Suma de Toneladas;
;;;Suma de ValorFOB;165144
;6;ADITIVOS LUBRICANTES;Suma de M3;1
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;4053
;;AEROKEROSENE;Suma de M3;2010
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;386215
;;AERONAFTAS;Suma de M3;1488
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;357181
;;ASFALTOS;Suma de M3;0
;;;Suma de Toneladas;5434
;;;Suma de ValorFOB;798026
;;BASES LUBRICANTES;Suma de M3;8869
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;3405900
;;BUTANO NO PETROQUIMICO;Suma de M3;0
;;;Suma de Toneladas;50801
;;;Suma de ValorFOB;12942259
;;BUTANO PETROQUIMICO;Suma de M3;0
;;;Suma de Toneladas;3898
;;;Suma de ValorFOB;956365
;;COQUE;Suma de M3;0
;;;Suma de Toneladas;19231
;;;Suma de ValorFOB;1048284
;;FUEL OIL, AZUFRE <1%;Suma de M3;0
;;;Suma de Toneladas;61023
;;;Suma de ValorFOB;9084885
;;GAS NATURAL;Suma de M3;566698700
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;28801300
;;GAS OIL;Suma de M3;79262
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;16890830
;;GASOLINA NATURAL;Suma de M3;40837
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;6737853
;;GLP A GRANEL;Suma de M3;0
;;;Suma de Toneladas;14070
;;;Suma de ValorFOB;3372021
;;GRASAS;Suma de M3;0
;;;Suma de Toneladas;30
;;;Suma de ValorFOB;29636
;;HEXANO;Suma de M3;485
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;139123
;;LUBRICANTE AUTO, EXCLUIDO GRASAS;Suma de M3;1854.55
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1240855
;;LUBRICANTE INDUSTRIAL, EXCLUIDO GRASAS;Suma de M3;243
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;128896
;;METIL TERBUTIL ETER (MTBE);Suma de M3;0
;;;Suma de Toneladas;82
;;;Suma de ValorFOB;28299
;;NAFTA COMUN >83 RON;Suma de M3;99929
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;20166065
;;NAFTA SUPER >93 RON;Suma de M3;108214
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;21216671
;;NAFTA ULTRA >97 RON;Suma de M3;1987
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;432145
;;NAFTA VIRGEN;Suma de M3;36260
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;6585252
;;OTRAS NAFTAS O CORTES DE ELLAS;Suma de M3;139790
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;27721709
;;OTROS PRODUCTOS PETROQUIMICOS;Suma de M3;0
;;;Suma de Toneladas;570
;;;Suma de ValorFOB;221861
;;PARAFINAS;Suma de M3;0
;;;Suma de Toneladas;16057
;;;Suma de ValorFOB;3444716
;;PETROLEO;Suma de M3;1160119
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;188888788
;;PROPANO NO PETROQUIMICO;Suma de M3;0
;;;Suma de Toneladas;77203
;;;Suma de ValorFOB;21657985
;;PROPELENTE;Suma de M3;0
;;;Suma de Toneladas;21.5
;;;Suma de ValorFOB;9124
;;SOLVENTES ALIFATICOS;Suma de M3;1003
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;187726
;;TOLUENO;Suma de M3;272
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;95498
;;XILENO;Suma de M3;597
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;193755
;7;ADITIVOS LUBRICANTES;Suma de M3;1
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1647
;;AEROKEROSENE;Suma de M3;2019
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;422132
;;AERONAFTAS;Suma de M3;5319
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1100960
;;AGUARRAS;Suma de M3;1249.59
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;339125
;;ASFALTOS;Suma de M3;0
;;;Suma de Toneladas;7292.03
;;;Suma de ValorFOB;1462121
;;BASES LUBRICANTES;Suma de M3;2784
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1140613
;;BUTANO NO PETROQUIMICO;Suma de M3;0
;;;Suma de Toneladas;54277
;;;Suma de ValorFOB;13580212
;;COQUE;Suma de M3;0
;;;Suma de Toneladas;21855
;;;Suma de ValorFOB;1145289
;;GAS NATURAL;Suma de M3;436528500
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;23296300
;;GAS OIL;Suma de M3;170470
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;35482888
;;GASOLINA NATURAL;Suma de M3;50165
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;8153590
;;GLP A GRANEL;Suma de M3;0
;;;Suma de Toneladas;14792.73
;;;Suma de ValorFOB;3507306
;;GRASAS;Suma de M3;0
;;;Suma de Toneladas;82
;;;Suma de ValorFOB;83428
;;HEXANO;Suma de M3;393.59
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;108523
;;LUBRICANTE AUTO, EXCLUIDO GRASAS;Suma de M3;1906.71
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1463499.62
;;LUBRICANTE INDUSTRIAL, EXCLUIDO GRASAS;Suma de M3;538
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;292910
;;METIL TERBUTIL ETER (MTBE);Suma de M3;104.1
;;;Suma de Toneladas;77.03
;;;Suma de ValorFOB;25445.91
;;NAFTA COMUN >83 RON;Suma de M3;150677
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;33062749
;;NAFTA SUPER >93 RON;Suma de M3;70402
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;16657076
;;NAFTA ULTRA >97 RON;Suma de M3;1517
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;357235
;;NAFTA VIRGEN;Suma de M3;98858
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;19291624
;;OTRAS NAFTAS O CORTES DE ELLAS;Suma de M3;160406
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;44240991
;;OTROS PRODUCTOS PETROQUIMICOS;Suma de M3;0
;;;Suma de Toneladas;1581.4
;;;Suma de ValorFOB;613183
;;PARAFINAS;Suma de M3;0
;;;Suma de Toneladas;10112.4
;;;Suma de ValorFOB;1612072
;;PETROLEO;Suma de M3;1091368
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;180395035
;;PROPANO NO PETROQUIMICO;Suma de M3;0
;;;Suma de Toneladas;40652
;;;Suma de ValorFOB;10936744
;;SOLVENTES ALIFATICOS;Suma de M3;1548
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;379839
;;TOLUENO;Suma de M3;444.79
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;153234
;;XILENO;Suma de M3;601.88
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;199202
;8;ADITIVOS LUBRICANTES;Suma de M3;10
;;;Suma de Toneladas;9
;;;Suma de ValorFOB;13383
;;AEROKEROSENE;Suma de M3;999
;;;Suma de Toneladas;799
;;;Suma de ValorFOB;225331
;;AERONAFTAS;Suma de M3;5391
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1159717
;;AGUARRAS;Suma de M3;1084
;;;Suma de Toneladas;558
;;;Suma de ValorFOB;233433
;;ASFALTOS;Suma de M3;0
;;;Suma de Toneladas;4000.8
;;;Suma de ValorFOB;612846
;;BASES LUBRICANTES;Suma de M3;2543
;;;Suma de Toneladas;2238
;;;Suma de ValorFOB;1040013
;;BENZENO;Suma de M3;2714
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;470074
;;BUTANO NO PETROQUIMICO;Suma de M3;1481
;;;Suma de Toneladas;71821
;;;Suma de ValorFOB;19247597
;;CORTES DE GAS OIL;Suma de M3;100.33
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;20567.03
;;FUEL OIL, AZUFRE <1%;Suma de M3;0
;;;Suma de Toneladas;55371.5
;;;Suma de ValorFOB;8857435.12
;;GAS NATURAL;Suma de M3;517708100
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;28911100
;;GAS OIL;Suma de M3;172542
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;34859452
;;GASOLINA NATURAL;Suma de M3;44925
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;7907745
;;GLP A GRANEL;Suma de M3;9062
;;;Suma de Toneladas;9192.3
;;;Suma de ValorFOB;4697554
;;GRASAS;Suma de M3;54
;;;Suma de Toneladas;48
;;;Suma de ValorFOB;47987
;;HEXANO;Suma de M3;259.1
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;71603
;;LUBRICANTE AUTO, EXCLUIDO GRASAS;Suma de M3;2553.87
;;;Suma de Toneladas;1696
;;;Suma de ValorFOB;1996404.02
;;LUBRICANTE INDUSTRIAL, EXCLUIDO GRASAS;Suma de M3;382
;;;Suma de Toneladas;336
;;;Suma de ValorFOB;206387
;;METIL TERBUTIL ETER (MTBE);Suma de M3;0
;;;Suma de Toneladas;51.98
;;;Suma de ValorFOB;17882.68
;;NAFTA COMUN >83 RON;Suma de M3;161725
;;;Suma de Toneladas;11428
;;;Suma de ValorFOB;32678315.27
;;NAFTA SUPER >93 RON;Suma de M3;127392
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;26705666.81
;;NAFTA ULTRA >97 RON;Suma de M3;269
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;70659
;;NAFTA VIRGEN;Suma de M3;10593
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;2719772
;;OTRAS NAFTAS O CORTES DE ELLAS;Suma de M3;145407.44
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;32658038.15
;;OTROS PRODUCTOS PETROQUIMICOS;Suma de M3;126
;;;Suma de Toneladas;2328.6
;;;Suma de ValorFOB;986329
;;PARAFINAS;Suma de M3;0
;;;Suma de Toneladas;788
;;;Suma de ValorFOB;148969
;;PETROLEO;Suma de M3;1341400
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;226718287
;;PROPANO NO PETROQUIMICO;Suma de M3;8830
;;;Suma de Toneladas;42964
;;;Suma de ValorFOB;11665591
;;PROPELENTE;Suma de M3;0
;;;Suma de Toneladas;23.24
;;;Suma de ValorFOB;11155
;;SOLVENTES ALIFATICOS;Suma de M3;1146
;;;Suma de Toneladas;623
;;;Suma de ValorFOB;277254
;;TOLUENO;Suma de M3;592.8
;;;Suma de Toneladas;108
;;;Suma de ValorFOB;209609
;;XILENO;Suma de M3;505.56
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;191192
;9;ADITIVOS LUBRICANTES;Suma de M3;4
;;;Suma de Toneladas;4
;;;Suma de ValorFOB;11117
;;AEROKEROSENE;Suma de M3;2002
;;;Suma de Toneladas;1602
;;;Suma de ValorFOB;462683
;;AERONAFTAS;Suma de M3;5348
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1208705
;;AGUARRAS;Suma de M3;264.14
;;;Suma de Toneladas;184
;;;Suma de ValorFOB;58573
;;ASFALTOS;Suma de M3;124
;;;Suma de Toneladas;4328.12
;;;Suma de ValorFOB;751757
;;BASES LUBRICANTES;Suma de M3;2012
;;;Suma de Toneladas;339
;;;Suma de ValorFOB;701020
;;BUTANO NO PETROQUIMICO;Suma de M3;1254
;;;Suma de Toneladas;70903
;;;Suma de ValorFOB;15591505
;;COQUE;Suma de M3;0
;;;Suma de Toneladas;24175
;;;Suma de ValorFOB;1583780
;;FUEL OIL, AZUFRE <1%;Suma de M3;0
;;;Suma de Toneladas;13647
;;;Suma de ValorFOB;1844318
;;GAS NATURAL;Suma de M3;489836600
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;25962600
;;GAS OIL;Suma de M3;165047.41
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;32460975
;;GASOLINA NATURAL;Suma de M3;66230
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;11333833
;;GLP A GRANEL;Suma de M3;0
;;;Suma de Toneladas;19634.95
;;;Suma de ValorFOB;4657106
;;GRASAS;Suma de M3;47
;;;Suma de Toneladas;42
;;;Suma de ValorFOB;41985
;;HEXANO;Suma de M3;293.3
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;82426
;;LUBRICANTE AUTO, EXCLUIDO GRASAS;Suma de M3;2774
;;;Suma de Toneladas;1719
;;;Suma de ValorFOB;2000225
;;LUBRICANTE INDUSTRIAL, EXCLUIDO GRASAS;Suma de M3;319
;;;Suma de Toneladas;281
;;;Suma de ValorFOB;176716
;;METIL TERBUTIL ETER (MTBE);Suma de M3;0
;;;Suma de Toneladas;77.78
;;;Suma de ValorFOB;29601.74
;;NAFTA COMUN >83 RON;Suma de M3;184486
;;;Suma de Toneladas;48370
;;;Suma de ValorFOB;33742077
;;NAFTA SUPER >93 RON;Suma de M3;93702
;;;Suma de Toneladas;1196
;;;Suma de ValorFOB;17816593
;;NAFTA ULTRA >97 RON;Suma de M3;300
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;82521
;;NAFTA VIRGEN;Suma de M3;93750
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;16349422
;;OTRAS NAFTAS O CORTES DE ELLAS;Suma de M3;54098
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;9948992
;;OTROS PRODUCTOS PETROQUIMICOS;Suma de M3;151
;;;Suma de Toneladas;10438
;;;Suma de ValorFOB;2042382
;;PARAFINAS;Suma de M3;0
;;;Suma de Toneladas;588
;;;Suma de ValorFOB;114742
;;PETROLEO;Suma de M3;1454997
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;234278705
;;PROPANO NO PETROQUIMICO;Suma de M3;683
;;;Suma de Toneladas;78676
;;;Suma de ValorFOB;20871130
;;PROPELENTE;Suma de M3;0
;;;Suma de Toneladas;44.8
;;;Suma de ValorFOB;33303
;;SOLVENTES ALIFATICOS;Suma de M3;751
;;;Suma de Toneladas;456
;;;Suma de ValorFOB;168944
;;TOLUENO;Suma de M3;649.3
;;;Suma de Toneladas;57
;;;Suma de ValorFOB;244148
;;XILENO;Suma de M3;768.5
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;300384
;10;AEROKEROSENE;Suma de M3;1999
;;;Suma de Toneladas;1599
;;;Suma de ValorFOB;428930
;;AERONAFTAS;Suma de M3;37
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;8547
;;AGUARRAS;Suma de M3;718
;;;Suma de Toneladas;560
;;;Suma de ValorFOB;153683
;;ASFALTOS;Suma de M3;219
;;;Suma de Toneladas;4477.85
;;;Suma de ValorFOB;822991
;;BASES LUBRICANTES;Suma de M3;7072
;;;Suma de Toneladas;4091
;;;Suma de ValorFOB;2715093
;;BUTANO NO PETROQUIMICO;Suma de M3;1637
;;;Suma de Toneladas;93123
;;;Suma de ValorFOB;25734719
;;COQUE;Suma de M3;0
;;;Suma de Toneladas;21994
;;;Suma de ValorFOB;1209649
;;CORTES DE GAS OIL;Suma de M3;29646
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;5226036
;;DILUYENTES;Suma de M3;2818
;;;Suma de Toneladas;2507
;;;Suma de ValorFOB;477418
;;FUEL OIL, AZUFRE <1%;Suma de M3;48299
;;;Suma de Toneladas;141475
;;;Suma de ValorFOB;21954280
;;GAS NATURAL;Suma de M3;627810000
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;30750000
;;GAS OIL;Suma de M3;109352
;;;Suma de Toneladas;18935
;;;Suma de ValorFOB;23823128
;;GASOLINA NATURAL;Suma de M3;37002
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;6685667
;;GLP A GRANEL;Suma de M3;0
;;;Suma de Toneladas;24236.43
;;;Suma de ValorFOB;6655891
;;GRASAS;Suma de M3;74
;;;Suma de Toneladas;65
;;;Suma de ValorFOB;78489
;;HEXANO;Suma de M3;451.5
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;129037
;;LUBRICANTE AUTO, EXCLUIDO GRASAS;Suma de M3;2840.91
;;;Suma de Toneladas;2088.3
;;;Suma de ValorFOB;2227059.93
;;LUBRICANTE INDUSTRIAL, EXCLUIDO GRASAS;Suma de M3;488
;;;Suma de Toneladas;430
;;;Suma de ValorFOB;268518
;;METIL TERBUTIL ETER (MTBE);Suma de M3;104.51
;;;Suma de Toneladas;77.34
;;;Suma de ValorFOB;32989.06
;;NAFTA COMUN >83 RON;Suma de M3;183429
;;;Suma de Toneladas;46660
;;;Suma de ValorFOB;35289431
;;NAFTA SUPER >93 RON;Suma de M3;135794
;;;Suma de Toneladas;14888
;;;Suma de ValorFOB;27102624
;;NAFTA ULTRA >97 RON;Suma de M3;5178
;;;Suma de Toneladas;3624
;;;Suma de ValorFOB;1271443
;;NAFTA VIRGEN;Suma de M3;111781
;;;Suma de Toneladas;54107
;;;Suma de ValorFOB;22136340
;;OTRAS NAFTAS O CORTES DE ELLAS;Suma de M3;97137.91
;;;Suma de Toneladas;21246.44
;;;Suma de ValorFOB;19229396.28
;;OTROS PRODUCTOS PETROQUIMICOS;Suma de M3;175
;;;Suma de Toneladas;1625.5
;;;Suma de ValorFOB;709722
;;PARAFINAS;Suma de M3;0
;;;Suma de Toneladas;17028
;;;Suma de ValorFOB;2983818
;;PETROLEO;Suma de M3;861841
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;134789300
;;PROPANO NO PETROQUIMICO;Suma de M3;1031
;;;Suma de Toneladas;64327
;;;Suma de ValorFOB;17634371
;;PROPELENTE;Suma de M3;0
;;;Suma de Toneladas;22.4
;;;Suma de ValorFOB;10290
;;SOLVENTES ALIFATICOS;Suma de M3;1270.7
;;;Suma de Toneladas;403
;;;Suma de ValorFOB;234975
;;TOLUENO;Suma de M3;758.1
;;;Suma de Toneladas;53
;;;Suma de ValorFOB;284111
;;XILENO;Suma de M3;755.33
;;;Suma de Toneladas;7.14
;;;Suma de ValorFOB;287866.8
;11;ADITIVOS LUBRICANTES;Suma de M3;2
;;;Suma de Toneladas;2
;;;Suma de ValorFOB;2078
;;AEROKEROSENE;Suma de M3;982
;;;Suma de Toneladas;786
;;;Suma de ValorFOB;234174
;;AERONAFTAS;Suma de M3;42696
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;9742734
;;AGUARRAS;Suma de M3;457
;;;Suma de Toneladas;357
;;;Suma de ValorFOB;110691
;;ASFALTOS;Suma de M3;3761
;;;Suma de Toneladas;7319.29
;;;Suma de ValorFOB;1119352
;;BASES LUBRICANTES;Suma de M3;1978
;;;Suma de Toneladas;92
;;;Suma de ValorFOB;455515
;;BUTANO NO PETROQUIMICO;Suma de M3;1294
;;;Suma de Toneladas;71335
;;;Suma de ValorFOB;19805312
;;COQUE;Suma de M3;0
;;;Suma de Toneladas;23094
;;;Suma de ValorFOB;1241615
;;CORTES DE GAS OIL;Suma de M3;31119
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;5468391
;;FUEL OIL, AZUFRE <1%;Suma de M3;8029
;;;Suma de Toneladas;87608
;;;Suma de ValorFOB;12479810
;;GAS NATURAL;Suma de M3;530070000
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;25473000
;;GAS OIL;Suma de M3;107342.14
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;23929679
;;GASOLINA NATURAL;Suma de M3;36445
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;6603725
;;GLP A GRANEL;Suma de M3;0
;;;Suma de Toneladas;26982.87
;;;Suma de ValorFOB;7511766
;;GRASAS;Suma de M3;106
;;;Suma de Toneladas;94
;;;Suma de ValorFOB;98270
;;HEXANO;Suma de M3;318.3
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;89152
;;LUBRICANTE AUTO, EXCLUIDO GRASAS;Suma de M3;2707.4
;;;Suma de Toneladas;1490
;;;Suma de ValorFOB;2097618
;;LUBRICANTE INDUSTRIAL, EXCLUIDO GRASAS;Suma de M3;570
;;;Suma de Toneladas;502
;;;Suma de ValorFOB;303942
;;METIL TERBUTIL ETER (MTBE);Suma de M3;0
;;;Suma de Toneladas;22.99
;;;Suma de ValorFOB;10125.49
;;NAFTA COMUN >83 RON;Suma de M3;115178
;;;Suma de Toneladas;15797
;;;Suma de ValorFOB;21935311
;;NAFTA SUPER >93 RON;Suma de M3;123322
;;;Suma de Toneladas;9628
;;;Suma de ValorFOB;23645248
;;NAFTA ULTRA >97 RON;Suma de M3;5101
;;;Suma de Toneladas;3553
;;;Suma de ValorFOB;1192812
;;NAFTA VIRGEN;Suma de M3;46257
;;;Suma de Toneladas;28335
;;;Suma de ValorFOB;8828161
;;OTRAS NAFTAS O CORTES DE ELLAS;Suma de M3;116638.17
;;;Suma de Toneladas;4652.67
;;;Suma de ValorFOB;22849303.07
;;OTROS PRODUCTOS PETROQUIMICOS;Suma de M3;126
;;;Suma de Toneladas;1976
;;;Suma de ValorFOB;851933
;;PARAFINAS;Suma de M3;0
;;;Suma de Toneladas;9564
;;;Suma de ValorFOB;1740272
;;PETROLEO;Suma de M3;1141477.4
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;189774829
;;PROPANO NO PETROQUIMICO;Suma de M3;621
;;;Suma de Toneladas;42142
;;;Suma de ValorFOB;11335760
;;PROPELENTE;Suma de M3;0
;;;Suma de Toneladas;68.46
;;;Suma de ValorFOB;31492
;;SOLVENTES ALIFATICOS;Suma de M3;2976
;;;Suma de Toneladas;281
;;;Suma de ValorFOB;566993
;;TOLUENO;Suma de M3;283.9
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;107083
;;XILENO;Suma de M3;566.2
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;211156
;12;AEROKEROSENE;Suma de M3;989
;;;Suma de Toneladas;791
;;;Suma de ValorFOB;240679
;;AGUARRAS;Suma de M3;321
;;;Suma de Toneladas;250
;;;Suma de ValorFOB;81296
;;ASFALTOS;Suma de M3;7468
;;;Suma de Toneladas;11326
;;;Suma de ValorFOB;1701551
;;BASES LUBRICANTES;Suma de M3;1883
;;;Suma de Toneladas;149
