Año;Mes;Producto;Datos;Total
;;LUBRICANTE AUTO, EXCLUIDO GRASAS;Suma de M3;1798.8
;;;Suma de Toneladas;1094.4
;;;Suma de ValorFOB;1281054
;;LUBRICANTE INDUSTRIAL, EXCLUIDO GRASAS;Suma de M3;47
;;;Suma de Toneladas;41
;;;Suma de ValorFOB;39887
;;NAFTA COMUN >83 RON;Suma de M3;69933
;;;Suma de Toneladas;9790
;;;Suma de ValorFOB;11157039.95
;;NAFTA SUPER >93 RON;Suma de M3;208229
;;;Suma de Toneladas;2081
;;;Suma de ValorFOB;37035079.5
;;NAFTA ULTRA >97 RON;Suma de M3;34466
;;;Suma de Toneladas;23420
;;;Suma de ValorFOB;5513087
;;NAFTA VIRGEN;Suma de M3;125295
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;16447307
;;OTRAS NAFTAS O CORTES DE ELLAS;Suma de M3;94746
;;;Suma de Toneladas;29699
;;;Suma de ValorFOB;15311362.59
;;OTROS PRODUCTOS PETROQUIMICOS;Suma de M3;372
;;;Suma de Toneladas;27123
;;;Suma de ValorFOB;4188778
;;PARAFINAS;Suma de M3;0
;;;Suma de Toneladas;3497
;;;Suma de ValorFOB;739254
;;PETROLEO;Suma de M3;1056460
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;158649663
;;PROPANO NO PETROQUIMICO;Suma de M3;4264
;;;Suma de Toneladas;8525
;;;Suma de ValorFOB;1855060
;;TOLUENO;Suma de M3;409
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;152365
;;XILENO;Suma de M3;699
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;261985
;8;ADITIVOS PARA COMBUSTIBLES;Suma de M3;6
;;;Suma de Toneladas;6
;;;Suma de ValorFOB;8564
;;AEROKEROSENE;Suma de M3;993
;;;Suma de Toneladas;784
;;;Suma de ValorFOB;205508
;;ASFALTOS;Suma de M3;0
;;;Suma de Toneladas;3622.05
;;;Suma de ValorFOB;539202.81
;;BASES LUBRICANTES;Suma de M3;6850
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1283773
;;BUTANO NO PETROQUIMICO;Suma de M3;2809
;;;Suma de Toneladas;12037
;;;Suma de ValorFOB;2390674
;;CICLO HEXANO;Suma de M3;6590
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;2398760
;;DILUYENTES;Suma de M3;18112
;;;Suma de Toneladas;16110
;;;Suma de ValorFOB;2887985.35
;;FUEL OIL, AZUFRE <1%;Suma de M3;28419
;;;Suma de Toneladas;66561
;;;Suma de ValorFOB;7456351
;;GAS NATURAL;Suma de M3;513230000
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;27700000
;;GAS OIL;Suma de M3;125848.44
;;;Suma de Toneladas;14295.46
;;;Suma de ValorFOB;25229731.21
;;GASOLINA NATURAL;Suma de M3;12982
;;;Suma de Toneladas;5787
;;;Suma de ValorFOB;2702775
;;GLP A GRANEL;Suma de M3;0
;;;Suma de Toneladas;30978
;;;Suma de ValorFOB;6325069
;;GRASAS;Suma de M3;192
;;;Suma de Toneladas;170
;;;Suma de ValorFOB;211850
;;HEXANO;Suma de M3;232.54
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;86272.85
;;LUBRICANTE AUTO, EXCLUIDO GRASAS;Suma de M3;2267.3
;;;Suma de Toneladas;1516.5
;;;Suma de ValorFOB;1686282.78
;;LUBRICANTE INDUSTRIAL, EXCLUIDO GRASAS;Suma de M3;63
;;;Suma de Toneladas;57
;;;Suma de ValorFOB;53550
;;NAFTA COMUN >83 RON;Suma de M3;67097
;;;Suma de Toneladas;25437
;;;Suma de ValorFOB;12322446
;;NAFTA SUPER >93 RON;Suma de M3;166909.5
;;;Suma de Toneladas;11509.2
;;;Suma de ValorFOB;31918159.1
;;NAFTA ULTRA >97 RON;Suma de M3;251
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;51719
;;NAFTA VIRGEN;Suma de M3;1297
;;;Suma de Toneladas;908
;;;Suma de ValorFOB;149449
;;OTRAS NAFTAS O CORTES DE ELLAS;Suma de M3;159215.957
;;;Suma de Toneladas;29905
;;;Suma de ValorFOB;27296737.37
;;OTROS PRODUCTOS PETROQUIMICOS;Suma de M3;1231.8
;;;Suma de Toneladas;901.2
;;;Suma de ValorFOB;320493.6
;;PARAFINAS;Suma de M3;0
;;;Suma de Toneladas;4114
;;;Suma de ValorFOB;798183.08
;;PETROLEO;Suma de M3;1739196
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;256533283
;;PROPANO NO PETROQUIMICO;Suma de M3;8530
;;;Suma de Toneladas;12257
;;;Suma de ValorFOB;2362540.63
;;TOLUENO;Suma de M3;487.32
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;174318
;;XILENO;Suma de M3;9767.69
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;3661376.5
;9;AEROKEROSENE;Suma de M3;24344
;;;Suma de Toneladas;798
;;;Suma de ValorFOB;5168126
;;ASFALTOS;Suma de M3;0
;;;Suma de Toneladas;179
;;;Suma de ValorFOB;33000
;;BASES LUBRICANTES;Suma de M3;3775
;;;Suma de Toneladas;3128
;;;Suma de ValorFOB;1368801
;;BUTANO NO PETROQUIMICO;Suma de M3;0
;;;Suma de Toneladas;6010
;;;Suma de ValorFOB;1222260
;;BUTANO PETROQUIMICO;Suma de M3;2418
;;;Suma de Toneladas;1579
;;;Suma de ValorFOB;331727
;;CICLO HEXANO;Suma de M3;4734
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1723030
;;FUEL OIL, AZUFRE <1%;Suma de M3;71509
;;;Suma de Toneladas;87352
;;;Suma de ValorFOB;9584961
;;GAS NATURAL;Suma de M3;486750000
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;29540000
;;GAS OIL;Suma de M3;135318
;;;Suma de Toneladas;11014
;;;Suma de ValorFOB;28129042
;;GLP A GRANEL;Suma de M3;0
;;;Suma de Toneladas;46168
;;;Suma de ValorFOB;9592577
;;GRASAS;Suma de M3;12
;;;Suma de Toneladas;13.044
;;;Suma de ValorFOB;12209
;;HEXANO;Suma de M3;192
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;71829
;;LUBRICANTE AUTO, EXCLUIDO GRASAS;Suma de M3;1550.29
;;;Suma de Toneladas;1119
;;;Suma de ValorFOB;1074439
;;LUBRICANTE INDUSTRIAL, EXCLUIDO GRASAS;Suma de M3;21
;;;Suma de Toneladas;18
;;;Suma de ValorFOB;18867
;;NAFTA COMUN >83 RON;Suma de M3;52646
;;;Suma de Toneladas;4655
;;;Suma de ValorFOB;10198681
;;NAFTA SUPER >93 RON;Suma de M3;162365
;;;Suma de Toneladas;13767
;;;Suma de ValorFOB;30735087
;;NAFTA ULTRA >97 RON;Suma de M3;2521
;;;Suma de Toneladas;1637
;;;Suma de ValorFOB;662315
;;NAFTA VIRGEN;Suma de M3;128835
;;;Suma de Toneladas;69768
;;;Suma de ValorFOB;17464025
;;OTRAS NAFTAS O CORTES DE ELLAS;Suma de M3;63325
;;;Suma de Toneladas;27192
;;;Suma de ValorFOB;9341434
;;OTROS PRODUCTOS PETROQUIMICOS;Suma de M3;1076
;;;Suma de Toneladas;846
;;;Suma de ValorFOB;352562
;;PARAFINAS;Suma de M3;0
;;;Suma de Toneladas;368
;;;Suma de ValorFOB;94126
;;PETROLEO;Suma de M3;1313573
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;186534139
;;PROPANO NO PETROQUIMICO;Suma de M3;550
;;;Suma de Toneladas;6285
;;;Suma de ValorFOB;1197877
;;TOLUENO;Suma de M3;4226
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1532115
;;XILENO;Suma de M3;997
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;370073
;10;AEROKEROSENE;Suma de M3;6934
;;;Suma de Toneladas;1598
;;;Suma de ValorFOB;1301253
;;ASFALTOS;Suma de M3;144
;;;Suma de Toneladas;973.39
;;;Suma de ValorFOB;151197.32
;;BASES LUBRICANTES;Suma de M3;8934
;;;Suma de Toneladas;1474
;;;Suma de ValorFOB;3122582
;;BUTANO NO PETROQUIMICO;Suma de M3;3016
;;;Suma de Toneladas;4713
;;;Suma de ValorFOB;943746
;;CICLO HEXANO;Suma de M3;7109
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;2587619
;;COQUE;Suma de M3;0
;;;Suma de Toneladas;24002
;;;Suma de ValorFOB;1077197
;;DILUYENTES;Suma de M3;5637
;;;Suma de Toneladas;5033
;;;Suma de ValorFOB;717033
;;FUEL OIL, AZUFRE <1%;Suma de M3;194
;;;Suma de Toneladas;6278.99
;;;Suma de ValorFOB;812096.93
;;GAS NATURAL;Suma de M3;502570000
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;24520000
;;GAS OIL;Suma de M3;184519.93
;;;Suma de Toneladas;23580
;;;Suma de ValorFOB;31234002.13
;;GASOLINA NATURAL;Suma de M3;14203
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1589762
;;GLP A GRANEL;Suma de M3;4396
;;;Suma de Toneladas;23377
;;;Suma de ValorFOB;3953778
;;GRASAS;Suma de M3;22
;;;Suma de Toneladas;22
;;;Suma de ValorFOB;21109
;;HEXANO;Suma de M3;206.65
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;78173
;;LUBRICANTE AUTO, EXCLUIDO GRASAS;Suma de M3;1572
;;;Suma de Toneladas;1043
;;;Suma de ValorFOB;1244025
;;LUBRICANTE INDUSTRIAL, EXCLUIDO GRASAS;Suma de M3;55
;;;Suma de Toneladas;48
;;;Suma de ValorFOB;46835
;;METIL TERBUTIL ETER (MTBE);Suma de M3;0
;;;Suma de Toneladas;167
;;;Suma de ValorFOB;42763
;;NAFTA COMUN >83 RON;Suma de M3;53426
;;;Suma de Toneladas;16710
;;;Suma de ValorFOB;6578869
;;NAFTA SUPER >93 RON;Suma de M3;208481
;;;Suma de Toneladas;14814
;;;Suma de ValorFOB;29290677
;;NAFTA ULTRA >97 RON;Suma de M3;608
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;104568
;;NAFTA VIRGEN;Suma de M3;63762
;;;Suma de Toneladas;27228
;;;Suma de ValorFOB;7100385
;;OTRAS NAFTAS O CORTES DE ELLAS;Suma de M3;94301.57
;;;Suma de Toneladas;29783
;;;Suma de ValorFOB;11002484.6
;;OTROS PRODUCTOS PETROQUIMICOS;Suma de M3;305
;;;Suma de Toneladas;219
;;;Suma de ValorFOB;84000
;;PARAFINAS;Suma de M3;0
;;;Suma de Toneladas;3056
;;;Suma de ValorFOB;557588.52
;;PETROLEO;Suma de M3;1418620
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;183583982
;;PROPANO NO PETROQUIMICO;Suma de M3;97
;;;Suma de Toneladas;4516
;;;Suma de ValorFOB;959484
;;TOLUENO;Suma de M3;698.59
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;249640.45
;;XILENO;Suma de M3;3412.14
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1274866.4
;11;ADITIVOS LUBRICANTES;Suma de M3;2
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;2117
;;AEROKEROSENE;Suma de M3;5813
;;;Suma de Toneladas;765
;;;Suma de ValorFOB;974848.13
;;AGUARRAS;Suma de M3;305.93
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;86958.5
;;ASFALTOS;Suma de M3;0
;;;Suma de Toneladas;649.85
;;;Suma de ValorFOB;99654.32
;;BASES LUBRICANTES;Suma de M3;8858
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;3298769
;;BUTANO NO PETROQUIMICO;Suma de M3;0
;;;Suma de Toneladas;6573
;;;Suma de ValorFOB;1041782
;;CICLO HEXANO;Suma de M3;260
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;94590
;;DILUYENTES;Suma de M3;9031
;;;Suma de Toneladas;8015
;;;Suma de ValorFOB;1107116.69
;;FUEL OIL, AZUFRE <1%;Suma de M3;14913
;;;Suma de Toneladas;116721
;;;Suma de ValorFOB;9252454.78
;;GAS NATURAL;Suma de M3;463860000
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;22700000
;;GAS OIL;Suma de M3;193095.26
;;;Suma de Toneladas;4674
;;;Suma de ValorFOB;28457621.94
;;GASOLINA NATURAL;Suma de M3;14535
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1290366
;;GLP A GRANEL;Suma de M3;9297
;;;Suma de Toneladas;52470
;;;Suma de ValorFOB;8770122
;;GRASAS;Suma de M3;0
;;;Suma de Toneladas;50.8
;;;Suma de ValorFOB;51616
;;HEXANO;Suma de M3;178.25
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;67486.05
;;LUBRICANTE AUTO, EXCLUIDO GRASAS;Suma de M3;3220.82
;;;Suma de Toneladas;449
;;;Suma de ValorFOB;1549475
;;LUBRICANTE INDUSTRIAL, EXCLUIDO GRASAS;Suma de M3;54
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;44093
;;NAFTA COMUN >83 RON;Suma de M3;139659
;;;Suma de Toneladas;3613
;;;Suma de ValorFOB;16060809.98
;;NAFTA SUPER >93 RON;Suma de M3;180175
;;;Suma de Toneladas;1956
;;;Suma de ValorFOB;20688086.87
;;NAFTA ULTRA >97 RON;Suma de M3;3233
;;;Suma de Toneladas;2071
;;;Suma de ValorFOB;575118.52
;;NAFTA VIRGEN;Suma de M3;91810
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;8649306
;;OTRAS NAFTAS O CORTES DE ELLAS;Suma de M3;39968
;;;Suma de Toneladas;16705
;;;Suma de ValorFOB;3765797
;;OTROS PRODUCTOS PETROQUIMICOS;Suma de M3;1340.52
;;;Suma de Toneladas;945
;;;Suma de ValorFOB;319281.6
;;PARAFINAS;Suma de M3;534.23
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;155387.8
;;PETROLEO;Suma de M3;1623293
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;180987538
;;PROPANO NO PETROQUIMICO;Suma de M3;0
;;;Suma de Toneladas;4905
;;;Suma de ValorFOB;806958
;;TOLUENO;Suma de M3;733.53
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;245357
;;XILENO;Suma de M3;3767.16
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1391349.7
;12;ADITIVOS LUBRICANTES;Suma de M3;1
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1193
;;AEROKEROSENE;Suma de M3;14461
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;2460161
;;AGUARRAS;Suma de M3;236.15
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;64231.71
;;ASFALTOS;Suma de M3;0
;;;Suma de Toneladas;473.78
;;;Suma de ValorFOB;71075.96
;;BASES LUBRICANTES;Suma de M3;10452
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;2806972
;;BUTANO NO PETROQUIMICO;Suma de M3;0
;;;Suma de Toneladas;41419
;;;Suma de ValorFOB;5451405
;;COQUE;Suma de M3;0
;;;Suma de Toneladas;22070
;;;Suma de ValorFOB;978172
;;DILUYENTES;Suma de M3;31904
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;3479167
;;FUEL OIL, AZUFRE <1%;Suma de M3;0
;;;Suma de Toneladas;34321.71
;;;Suma de ValorFOB;3239585.51
;;GAS NATURAL;Suma de M3;509970000
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;24460000
;;GAS OIL;Suma de M3;177094.86
;;;Suma de Toneladas;24778
;;;Suma de ValorFOB;25427455.65
;;GASOLINA NATURAL;Suma de M3;18535
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1661921
;;GLP A GRANEL;Suma de M3;0
;;;Suma de Toneladas;30524
;;;Suma de ValorFOB;4332849
;;GRASAS;Suma de M3;0
;;;Suma de Toneladas;9.72
;;;Suma de ValorFOB;7519
;;HEXANO;Suma de M3;126.5
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;47747
;;LUBRICANTE AUTO, EXCLUIDO GRASAS;Suma de M3;3143
;;;Suma de Toneladas;318
;;;Suma de ValorFOB;986532
;;LUBRICANTE INDUSTRIAL, EXCLUIDO GRASAS;Suma de M3;19
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;15613
;;NAFTA COMUN >83 RON;Suma de M3;89141
;;;Suma de Toneladas;1335
;;;Suma de ValorFOB;10502295
;;NAFTA SUPER >93 RON;Suma de M3;219285.69
;;;Suma de Toneladas;373.16
;;;Suma de ValorFOB;26972170.5
;;NAFTA ULTRA >97 RON;Suma de M3;371
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;51409
;;NAFTA VIRGEN;Suma de M3;107040
;;;Suma de Toneladas;49265
;;;Suma de ValorFOB;11433426
;;OTRAS NAFTAS O CORTES DE ELLAS;Suma de M3;105652
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;12288472
;;OTROS PRODUCTOS PETROQUIMICOS;Suma de M3;304
;;;Suma de Toneladas;295
;;;Suma de ValorFOB;106741.7
;;PARAFINAS;Suma de M3;0
;;;Suma de Toneladas;508
;;;Suma de ValorFOB;122488.34
;;PETROLEO;Suma de M3;1825310
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;190257259
;;PROPANO NO PETROQUIMICO;Suma de M3;0
;;;Suma de Toneladas;6816
;;;Suma de ValorFOB;1037359
;;SOLVENTES ALIFATICOS;Suma de M3;1320
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;117809
;;TOLUENO;Suma de M3;355.43
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;104883.55
;;XILENO;Suma de M3;211.38
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;63085.4
2002;1;ADITIVOS LUBRICANTES;Suma de M3;4
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;5727
;;AEROKEROSENE;Suma de M3;20873
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;2947192
;;AGUARRAS;Suma de M3;226
;;;Suma de Toneladas;71
;;;Suma de ValorFOB;51625
;;ASFALTOS;Suma de M3;0
;;;Suma de Toneladas;742
;;;Suma de ValorFOB;114910
;;BASES LUBRICANTES;Suma de M3;1234
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;323766
;;BUTANO NO PETROQUIMICO;Suma de M3;0
;;;Suma de Toneladas;27714
;;;Suma de ValorFOB;3648781
;;DILUYENTES;Suma de M3;37589
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;5558629
;;FUEL OIL, AZUFRE <1%;Suma de M3;12596
;;;Suma de Toneladas;79728
;;;Suma de ValorFOB;9174431
;;GAS NATURAL;Suma de M3;506520000
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;23730000
;;GAS OIL;Suma de M3;143981.55
;;;Suma de Toneladas;5994.45
;;;Suma de ValorFOB;22134565.5
;;GASOLINA NATURAL;Suma de M3;34931
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;3637301
;;GLP A GRANEL;Suma de M3;0
;;;Suma de Toneladas;53337
;;;Suma de ValorFOB;8522417
;;GRASAS;Suma de M3;0
;;;Suma de Toneladas;26
;;;Suma de ValorFOB;26868
;;HEXANO;Suma de M3;104
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;39171
;;LUBRICANTE AUTO, EXCLUIDO GRASAS;Suma de M3;2164.85
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1739364
;;LUBRICANTE INDUSTRIAL, EXCLUIDO GRASAS;Suma de M3;25
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;21211
;;NAFTA COMUN >83 RON;Suma de M3;24403
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;3208566
;;NAFTA SUPER >93 RON;Suma de M3;176750
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;23311854
;;NAFTA ULTRA >97 RON;Suma de M3;705
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;112204
;;NAFTA VIRGEN;Suma de M3;73220
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;9726140
;;OTRAS NAFTAS O CORTES DE ELLAS;Suma de M3;36260.03
;;;Suma de Toneladas;26007.65
;;;Suma de ValorFOB;4481498.62
;;OTROS PRODUCTOS PETROQUIMICOS;Suma de M3;966
;;;Suma de Toneladas;6947
;;;Suma de ValorFOB;1277211
;;PARAFINAS;Suma de M3;0
;;;Suma de Toneladas;429
;;;Suma de ValorFOB;96315
;;PETROLEO;Suma de M3;1273254
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;136504446
;;PROPANO NO PETROQUIMICO;Suma de M3;0
;;;Suma de Toneladas;23187
;;;Suma de ValorFOB;3439720
;;TOLUENO;Suma de M3;561
;;;Suma de Toneladas;73
;;;Suma de ValorFOB;175505
;;XILENO;Suma de M3;221
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;63455
;2;ADITIVOS LUBRICANTES;Suma de M3;4
;;;Suma de Toneladas;4
;;;Suma de ValorFOB;4638
;;AEROKEROSENE;Suma de M3;25800
;;;Suma de Toneladas;758
;;;Suma de ValorFOB;3806660
;;AGUARRAS;Suma de M3;164.2
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;39052.34
;;ASFALTOS;Suma de M3;250
;;;Suma de Toneladas;642.6
;;;Suma de ValorFOB;87038.34
;;BASES LUBRICANTES;Suma de M3;7964
;;;Suma de Toneladas;6251
;;;Suma de ValorFOB;2188359
;;BUTANO NO PETROQUIMICO;Suma de M3;0
;;;Suma de Toneladas;14481
;;;Suma de ValorFOB;2166241
;;DILUYENTES;Suma de M3;70529.18
;;;Suma de Toneladas;17636.21
;;;Suma de ValorFOB;12064815.9
;;FUEL OIL, AZUFRE <1%;Suma de M3;61791
;;;Suma de Toneladas;86348.3
;;;Suma de ValorFOB;7110240.89
;;GAS NATURAL;Suma de M3;439590000
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;20410000
;;GAS OIL;Suma de M3;188440.36
;;;Suma de Toneladas;7126.82
;;;Suma de ValorFOB;27428899.59
;;GASOLINA NATURAL;Suma de M3;29449
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;3465699
;;GLP A GRANEL;Suma de M3;0
;;;Suma de Toneladas;67912
;;;Suma de ValorFOB;11132539
;;GRASAS;Suma de M3;16
;;;Suma de Toneladas;14
;;;Suma de ValorFOB;13748
;;HEXANO;Suma de M3;122.4
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;45821.4
;;LUBRICANTE AUTO, EXCLUIDO GRASAS;Suma de M3;1866.35
;;;Suma de Toneladas;219.11
;;;Suma de ValorFOB;1401449
;;NAFTA COMUN >83 RON;Suma de M3;47193
;;;Suma de Toneladas;19520
;;;Suma de ValorFOB;6436942
;;NAFTA SUPER >93 RON;Suma de M3;180170
;;;Suma de Toneladas;4108
;;;Suma de ValorFOB;26618736
;;NAFTA ULTRA >97 RON;Suma de M3;330
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;51436
;;NAFTA VIRGEN;Suma de M3;83324
;;;Suma de Toneladas;3731
;;;Suma de ValorFOB;9723601
;;OTRAS NAFTAS O CORTES DE ELLAS;Suma de M3;52036.33
;;;Suma de Toneladas;146.82
;;;Suma de ValorFOB;6552312
;;OTROS PRODUCTOS PETROQUIMICOS;Suma de M3;439.2
;;;Suma de Toneladas;409.8
;;;Suma de ValorFOB;138410
;;PARAFINAS;Suma de M3;0
;;;Suma de Toneladas;872
;;;Suma de ValorFOB;225197.24
;;PETROLEO;Suma de M3;1461778
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;168728055
;;PROPANO NO PETROQUIMICO;Suma de M3;443
;;;Suma de Toneladas;14676
;;;Suma de ValorFOB;2149582
;;SOLVENTES ALIFATICOS;Suma de M3;1884
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;210524
;;TOLUENO;Suma de M3;494
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;135476.15
;;XILENO;Suma de M3;334.4
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;92300.23
;3;AEROKEROSENE;Suma de M3;4968
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;968292
;;AGUARRAS;Suma de M3;214
;;;Suma de Toneladas;101
;;;Suma de ValorFOB;54708.3
;;ASFALTOS;Suma de M3;0
;;;Suma de Toneladas;357.73
;;;Suma de ValorFOB;49217.09
;;BASES LUBRICANTES;Suma de M3;4548
;;;Suma de Toneladas;3277
;;;Suma de ValorFOB;1178352
;;BUTANO NO PETROQUIMICO;Suma de M3;782
;;;Suma de Toneladas;22996
;;;Suma de ValorFOB;3854881
;;COQUE;Suma de M3;0
;;;Suma de Toneladas;22066
;;;Suma de ValorFOB;1037090
;;FUEL OIL, AZUFRE <1%;Suma de M3;66205
;;;Suma de Toneladas;126974.03
;;;Suma de ValorFOB;12134754.24
;;GAS NATURAL;Suma de M3;492790000
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;22946000
;;GAS OIL;Suma de M3;123102
;;;Suma de Toneladas;47.44
;;;Suma de ValorFOB;19998416.1
;;GASOLINA NATURAL;Suma de M3;24351
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;3371295
;;GLP A GRANEL;Suma de M3;0
;;;Suma de Toneladas;46936
;;;Suma de ValorFOB;8753916
;;GRASAS;Suma de M3;21
;;;Suma de Toneladas;20.2
;;;Suma de ValorFOB;19687
;;HEXANO;Suma de M3;270
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;100609.9
;;LUBRICANTE AUTO, EXCLUIDO GRASAS;Suma de M3;1686.12
;;;Suma de Toneladas;1196.71
;;;Suma de ValorFOB;1210685
;;LUBRICANTE INDUSTRIAL, EXCLUIDO GRASAS;Suma de M3;212
;;;Suma de Toneladas;191
;;;Suma de ValorFOB;110666
;;NAFTA COMUN >83 RON;Suma de M3;80599
;;;Suma de Toneladas;39084
;;;Suma de ValorFOB;10795032
;;NAFTA SUPER >93 RON;Suma de M3;141037
;;;Suma de Toneladas;5151
;;;Suma de ValorFOB;26375786
;;NAFTA ULTRA >97 RON;Suma de M3;2965
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;547838
;;NAFTA VIRGEN;Suma de M3;117003
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;17903422
;;OTRAS NAFTAS O CORTES DE ELLAS;Suma de M3;62769.13
;;;Suma de Toneladas;172.8
;;;Suma de ValorFOB;10534224.15
;;OTROS PRODUCTOS PETROQUIMICOS;Suma de M3;831.3
;;;Suma de Toneladas;700.4
;;;Suma de ValorFOB;500321.2
;;PARAFINAS;Suma de M3;0
;;;Suma de Toneladas;600
;;;Suma de ValorFOB;145285.5
;;PETROLEO;Suma de M3;1411837
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;168038426
;;PROPANO NO PETROQUIMICO;Suma de M3;1015
;;;Suma de Toneladas;18666
;;;Suma de ValorFOB;3387943
;;SOLVENTES ALIFATICOS;Suma de M3;2117
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;313650
;;TOLUENO;Suma de M3;310.67
;;;Suma de Toneladas;25
;;;Suma de ValorFOB;94508.25
;;XILENO;Suma de M3;310.79
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;86862.7
;4;AEROKEROSENE;Suma de M3;23977
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;4551307
;;AGUARRAS;Suma de M3;50
;;;Suma de Toneladas;23
;;;Suma de ValorFOB;13317
;;ASFALTOS;Suma de M3;0
;;;Suma de Toneladas;699.79
;;;Suma de ValorFOB;95383.54
;;BASES LUBRICANTES;Suma de M3;9127
;;;Suma de Toneladas;3979
;;;Suma de ValorFOB;2385283
;;BUTANO NO PETROQUIMICO;Suma de M3;257
;;;Suma de Toneladas;41619
;;;Suma de ValorFOB;7981893
;;GAS NATURAL;Suma de M3;531290000
;;;Suma de Toneladas;0
