anio,fuente,variable,unidad,valor
1993.0,Criterio propio,vbp_tot,Millones de pesos corrientes,11566.750723257646
1993.0,Criterio propio,vbp_tot,Millones de pesos corrientes,11566.750723257646
1994.0,Criterio propio,vbp_tot,Millones de pesos corrientes,
1994.0,Criterio propio,vbp_tot,Millones de pesos corrientes,
1995.0,Criterio propio,vbp_tot,Millones de pesos corrientes,
1995.0,Criterio propio,vbp_tot,Millones de pesos corrientes,
1996.0,Criterio propio,vbp_tot,Millones de pesos corrientes,
1996.0,Criterio propio,vbp_tot,Millones de pesos corrientes,
1997.0,Criterio propio,vbp_tot,Millones de pesos corrientes,
1997.0,Criterio propio,vbp_tot,Millones de pesos corrientes,
1998.0,Criterio propio,vbp_tot,Millones de pesos corrientes,9712.427705062913
1998.0,Criterio propio,vbp_tot,Millones de pesos corrientes,9712.427705062913
1999.0,Criterio propio,vbp_tot,Millones de pesos corrientes,11582.707839906492
1999.0,Criterio propio,vbp_tot,Millones de pesos corrientes,11582.707839906492
2000.0,Criterio propio,vbp_tot,Millones de pesos corrientes,18413.456322571365
2000.0,Criterio propio,vbp_tot,Millones de pesos corrientes,18413.456322571365
2001.0,Criterio propio,vbp_tot,Millones de pesos corrientes,17467.11819168105
2001.0,Criterio propio,vbp_tot,Millones de pesos corrientes,17467.11819168105
2002.0,Criterio propio,vbp_tot,Millones de pesos corrientes,25885.90262247692
2002.0,Criterio propio,vbp_tot,Millones de pesos corrientes,25885.90262247692
2003.0,Criterio propio,vbp_tot,Millones de pesos corrientes,32993.03586993849
2003.0,Criterio propio,vbp_tot,Millones de pesos corrientes,32993.03586993849
2004.0,Criterio propio,vbp_tot,Millones de pesos corrientes,43428.67728096603
2004.0,Criterio propio,vbp_tot,Millones de pesos corrientes,43428.67728096603
2005.0,Criterio propio,vbp_tot,Millones de pesos corrientes,63436.14786685213
2005.0,Criterio propio,vbp_tot,Millones de pesos corrientes,63436.14786685213
2006.0,Criterio propio,vbp_tot,Millones de pesos corrientes,82187.07212084116
2006.0,Criterio propio,vbp_tot,Millones de pesos corrientes,82187.07212084116
2007.0,Criterio propio,vbp_tot,Millones de pesos corrientes,84501.8567983852
2007.0,Criterio propio,vbp_tot,Millones de pesos corrientes,84501.8567983852
2008.0,Criterio propio,vbp_tot,Millones de pesos corrientes,131948.77281247475
2008.0,Criterio propio,vbp_tot,Millones de pesos corrientes,131948.77281247475
2009.0,Criterio propio,vbp_tot,Millones de pesos corrientes,114983.9055877325
2009.0,Criterio propio,vbp_tot,Millones de pesos corrientes,114983.9055877325
2010.0,Criterio propio,vbp_tot,Millones de pesos corrientes,178391.592480696
2011.0,Criterio propio,vbp_tot,Millones de pesos corrientes,277979.3936268722
2012.0,Criterio propio,vbp_tot,Millones de pesos corrientes,407617.67274237087
2013.0,Criterio propio,vbp_tot,Millones de pesos corrientes,529910.006882109
2014.0,Criterio propio,vbp_tot,Millones de pesos corrientes,724202.1197316821
2015.0,Criterio propio,vbp_tot,Millones de pesos corrientes,594677.3623072054
2016.0,Criterio propio,vbp_tot,Millones de pesos corrientes,586515.9083816255
2017.0,Criterio propio,vbp_tot,Millones de pesos corrientes,788091.1982899309
2018.0,Criterio propio,vbp_tot,Millones de pesos corrientes,1339965.6541506771
2019.0,Criterio propio,vbp_tot,Millones de pesos corrientes,2074476.0435557454
2020.0,Criterio propio,vbp_tot,Millones de pesos corrientes,1648102.6094743873
2021.0,Criterio propio,vbp_tot,Millones de pesos corrientes,2705656.7199552436
2022.0,Criterio propio,vbp_tot,Millones de pesos corrientes,6249474.913093067
2023.0,Criterio propio,vbp_tot,Millones de pesos corrientes,14222546.613021439
2024.0,Criterio propio,vbp_tot,Millones de pesos corrientes,54211080.26827799
2025.0,Criterio propio,vbp_tot,Millones de pesos corrientes,61746748.24974646
2026.0,Criterio propio,vbp_tot,Millones de pesos corrientes,
2004.0,CCNN oficial,vbp_extr,Millones de pesos corrientes,31328.254003085796
2005.0,CCNN oficial,vbp_extr,Millones de pesos corrientes,35602.798259102856
2006.0,CCNN oficial,vbp_extr,Millones de pesos corrientes,48600.08057960958
2007.0,CCNN oficial,vbp_extr,Millones de pesos corrientes,50697.66064585284
2008.0,CCNN oficial,vbp_extr,Millones de pesos corrientes,57969.51220226849
2009.0,CCNN oficial,vbp_extr,Millones de pesos corrientes,62347.772901696524
2010.0,CCNN oficial,vbp_extr,Millones de pesos corrientes,74586.63662635602
2011.0,CCNN oficial,vbp_extr,Millones de pesos corrientes,89136.04545550191
2012.0,CCNN oficial,vbp_extr,Millones de pesos corrientes,107749.21994014813
2013.0,CCNN oficial,vbp_extr,Millones de pesos corrientes,133909.8863553648
2014.0,CCNN oficial,vbp_extr,Millones de pesos corrientes,206947.3688211084
2015.0,CCNN oficial,vbp_extr,Millones de pesos corrientes,227355.71136846938
2016.0,CCNN oficial,vbp_extr,Millones de pesos corrientes,320214.35398612666
